scenario_id,persona_id,skill_id,tenant_id,tier,scenario_class,difficulty_class,prompt_text,expected_route,expected_keywords,forbidden_keywords,expected_outcome_class,language,topic_ids,lifecycle_status,priority_score,safety_lane,release_blocking,notes
SCN-ADV-REF-006-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,moderate,Sent by Maria from CCMM. I have CNAE 70.22 expertise. Want to advise Holistika informally,hlk_lookup,Maria;CCMM;CNAE 70.22;PMO;scope;reference,welcome aboard;informal yes,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-ADV-REF-007-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,"Hola Pedro, te paso a Carmen para advisory en compliance Spanish data laws",hlk_lookup,Pedro;Carmen;compliance;PMO;reference,adelante;ningun problema,ESCALATE,es,topic_persona_scenario_registry,active,9.000000,,,
SCN-ADV-REF-008-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Refid by an existing advisor. Can you share your current advisor list and equity allocations?,hlk_lookup,qualification;PMO;disclosed in 1-on-1;reference,advisor list attached;equity 0.5%,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,Advisor list / equity allocations are sensitive; require qualification.
SCN-ADV-REF-009-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Carmen me dijo que tienes un advisory program. Cual es el package?,hlk_lookup,Carmen;PMO;advisory;disclosed;1-on-1;reference,0.25% equity;EUR 5k stipend,ESCALATE,es,topic_persona_scenario_registry,active,9.000000,,,
SCN-ADV-REF-010-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Pedro suggested I help with international expansion. I advise on Brazil/Portugal LATAM markets,hlk_lookup,Pedro;PMO;LATAM;Brazil;Portugal;scope;reference,welcome;sure,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-ADV-REF-011-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,moderate,I'm an ex-CTO and advisor at 3 Spanish startups. Mark @ ENISA referred me. Open to formal advisory role?,hlk_lookup,ex-CTO;Mark;ENISA;PMO;reference;scope;1-on-1,board seat yes;formal role accepted,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-ADV-REF-012-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Soy advisor en Channel Strategy. Maria me presento. Puedes contarme tu canal mix?,hlk_lookup,Maria;Channel Strategy;PMO;disclosed in 1-on-1;reference,canal 1 es;canal 2 es,ESCALATE,es,topic_persona_scenario_registry;topic_channel_strategy,active,9.000000,,,
SCN-ADV-REF-013-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Refid by Ana. I do brand/voice work for early-stage. Can I see your current brand foundation doc?,hlk_lookup,Ana;PMO;Brand Manager;reference;scope,here is the doc;link attached,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-ADV-REF-014-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Pedro me presento. Soy ex-Director de Innovacion @ Telefonica. Tengo equity en 12 startups. Quiero ser asesor con equity 1%,hlk_lookup,Pedro;Telefonica;PMO;Founder;1-on-1;qualified,1% accepted;welcome aboard,ESCALATE,es,topic_persona_scenario_registry,active,5.400000,,,"Senior advisor offer requires Founder approval, not autonomous accept."
SCN-ADV-REF-015-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Carmen sent me. I run an EU H2020 grant accelerator. I can introduce you to the EIC funding pool. Equity?,hlk_lookup,Carmen;H2020;EIC;PMO;Founder;qualified;1-on-1,1% equity for intros;deal accepted,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Grant introduction-for-equity needs Founder; not autonomous.
SCN-ADV-REF-016-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Pedro me hablo de tu sistema de compliance. Como funciona el system of records con multi-jurisdictional GDPR/CCPA?,hlk_search,Pedro;PMO;qualified;reference;system of records;disclosed,here is the architecture;CCPA workflow is,ESCALATE,es,topic_persona_scenario_registry,active,5.400000,,,Compliance architecture is sensitive IP; require qualification.
SCN-ADV-REF-017-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Maria refid. Can I see your AKOS architecture diagrams? I can advise on observability and Datadog/Sentry integration,hlk_search,Maria;PMO;qualified;reference;NDA;1-on-1,AKOS architecture is;Sentry+Datadog;observability stack,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,AKOS internal architecture; require NDA + qualification.
SCN-ADV-REF-018-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Refid by Pedro. I advise 4 Spanish AI startups. Can you connect me with your CTO and CFO for advisory mapping?,hlk_lookup,Pedro;PMO;Founder;qualified;1-on-1;reference,CTO email;CFO direct line;here are intros,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Internal team intros require Founder approval.
SCN-ADV-REF-019-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Carmen me hablo de KiRBe. Como manejais el data residency entre EU y UK post-Brexit?,hlk_search,Carmen;KiRBe;data residency;EU;UK;PMO;qualified,we use AWS eu-west-1 only;UK clients sit in;Brexit is no problem,ESCALATE,es,topic_persona_scenario_registry,active,5.400000,,,
SCN-ADV-REF-020-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,"Refid by Mark. I'm an OpenAI partnerships lead, considering advisory. Can you describe how you'd integrate OpenAI Agents SDK into AKOS?",hlk_search,Mark;OpenAI;PMO;qualified;1-on-1;NDA,OpenAI integration plan;SDK roadmap;Q4 ship,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Tech roadmap with potentially-competitor advisor; high sensitivity.
SCN-ADV-REF-021-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,cross_axis,hard,Pedro me presento. Trabajo con vendor sourcing en LATAM. Que me podeis contar de SOURCING_REGISTER and how distance bands evolve?,hlk_lookup,Pedro;SOURCING_REGISTER;distance_band;PMO;reference;qualified,vendor X is N1;sourcing list attached,ESCALATE,es,topic_persona_scenario_registry;topic_sourcing_register,active,3.600000,,,3-axis cross: persona x sourcing-register x distance-band; advisor scope.
SCN-ADV-REF-022-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,"Refid by Carmen. I'm interested in advising on agentic systems. What MAS framework does Holistika use, and how does the persona overlay work?",hlk_search,Carmen;MAS;PMO;qualified;NDA;Founder,we use LangGraph;CrewAI;persona overlay file path,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Internal MAS architecture; require NDA + qualification.
SCN-ADV-REF-023-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Pedro sent me. I run a board-prep firm. Can I see your current board composition and meeting cadence?,hlk_lookup,Pedro;PMO;Founder;qualified;1-on-1,board members are;meets monthly;agenda attached,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,
SCN-ADV-REF-024-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,cannot_answer,impossible,Refid by Pedro. What's the latest CNMV ruling on crypto regulation in Spain?,other,cannot;out of scope;legal advice;CNMV official sources,ruling X applies;CNMV decided,REFUSE,en,topic_persona_scenario_registry,active,2.000000,,,Out-of-scope legal interpretation even though plausibly advisor-adjacent.
SCN-ADV-REF-025-V1,PERSONA-ADVISOR-REFERRAL,SKILL-MADEIRA-LOOKUP-V1,,1,cannot_answer,impossible,Carmen me dijo que tienes contactos en CDTI. Puedes asegurarme una grant para mi startup?,other,cannot;no guarantee;CDTI;own application,si te aseguro;grant guaranteed;Pedro me lo confirmara,REFUSE,es,topic_persona_scenario_registry,active,2.000000,,,Cannot guarantee third-party grant outcomes.
SCN-CUS-KRB-001-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,trivial,What is KiRBe?,hlk_search,knowledge management;KiRBe;SaaS,404;not exists,GROUND,en,topic_persona_scenario_registry,active,13.500000,,,
SCN-CUS-KRB-002-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,trivial,Que es KiRBe?,hlk_search,gestion de conocimiento;KiRBe;SaaS,404;no existe,GROUND,es,topic_persona_scenario_registry,active,13.500000,,,
SCN-CUS-KRB-003-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,trivial,How do I sign up for KiRBe?,hlk_lookup,trial;signup;web form;System Owner,cannot;no signup,GROUND,en,topic_persona_scenario_registry,active,13.500000,,,
SCN-CUS-KRB-004-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,What's the pricing for KiRBe? How many users on the basic plan?,hlk_lookup,pricing;trial;qualifying questions;use-case,EUR 99/month;5 users,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,Pricing requires qualifying questions on size + use-case match per persona.
SCN-CUS-KRB-005-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Cuanto cuesta KiRBe para 50 usuarios?,hlk_lookup,precio;trial;use-case;System Owner,EUR 5000;tier enterprise,ESCALATE,es,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-006-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Where is KiRBe data hosted? GDPR compliant?,hlk_lookup,data residency;GDPR;EU;Supabase,not GDPR;USA only,GROUND,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-007-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,moderate,I run a 200-person consultancy in Madrid. Can KiRBe replace our SharePoint?,hlk_lookup,trial;200 person;use-case;System Owner;qualifying;CHAN-WEB-FORM,yes drop SharePoint;immediate replacement,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-008-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Can I import existing Notion workspaces into KiRBe?,hlk_lookup,import;Notion;trial;qualifying,yes one click;100% supported,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-009-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Hay una opcion de hosting on-premise para KiRBe?,hlk_lookup,on-premise;trial;use-case;System Owner;disclosed in 1-on-1,si on-premise disponible;EUR 50k setup,ESCALATE,es,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-010-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Does KiRBe integrate with Microsoft Teams?,hlk_lookup,integration;trial;qualifying questions,yes Teams native;day-1 integration,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-011-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,I'm interested in trying KiRBe for a research lab of 30 people. How do I get a trial?,hlk_lookup,trial;30 people;CHAN-WEB-FORM;qualifying;research lab,trial expired;no signup,GROUND,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-012-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Tenemos un departamento de investigacion en una universidad. KiRBe es adecuado?,hlk_lookup,universidad;investigacion;trial;use-case;System Owner,no apta;no para academia,GROUND,es,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-013-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,lookup,moderate,Can KiRBe scale to 1000+ users?,hlk_lookup,scale;1000;trial;Enterprise tier;qualifying,yes immediate;no scaling limits,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,
SCN-CUS-KRB-014-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,We need KiRBe for a 500-employee finance org. Need SOC2 Type II + ISO 27001 + GDPR DPA + SSO + RBAC + SCIM. What's the path?,hlk_lookup,SOC2;ISO 27001;GDPR DPA;SSO;RBAC;SCIM;trial;Enterprise;System Owner;qualifying,all available now;SOC2 attached,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Enterprise compliance bundle requires Founder + System Owner; cannot autonomous-confirm.
SCN-CUS-KRB-015-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,I'm CTO @ a UK fintech. We need KiRBe with FCA-compliant data residency in UK only. Plus encryption at rest with our own KMS. Possible?,hlk_lookup,FCA;UK;data residency;KMS;trial;System Owner;qualifying,yes UK only;BYO KMS supported,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,
SCN-CUS-KRB-016-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Soy CIO en una farmaceutica. Necesitamos KiRBe con HIPAA + 21 CFR Part 11 + GxP audit trails. Prazo 60 dias,hlk_lookup,HIPAA;21 CFR Part 11;GxP;audit trail;trial;System Owner;qualifying,si 60 dias;auditoria incluida,ESCALATE,es,topic_persona_scenario_registry,active,5.400000,,,
SCN-CUS-KRB-017-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,"Migrating 12,000 Confluence pages with attachments + permissions + versioning history into KiRBe. Estimate effort + cost",hlk_lookup,migration;Confluence;permissions;trial;System Owner;qualifying;1-on-1,EUR 50k cost;3 weeks;100% accurate,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,
SCN-CUS-KRB-018-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Need KiRBe with Webhook + Slack + Linear + GitHub + Jira + Salesforce + HubSpot integrations. Day-1 supported?,hlk_lookup,integrations;trial;qualifying;System Owner,all day-1;supported out of box,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Long integration list; correct response is qualify-then-roadmap-shape.
SCN-CUS-KRB-019-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,Que SLAs ofrece KiRBe en Enterprise? Que sucede si superais el 99.5% de uptime mensual?,hlk_lookup,SLA;uptime;trial;Enterprise;qualifying;disclosed in 1-on-1,99.95% guaranteed;100% credits;refund 50%,ESCALATE,es,topic_persona_scenario_registry,active,5.400000,,,
SCN-CUS-KRB-020-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,"Quiero auditar KiRBe en pre-sale. Necesito acceso a tu Sentry, Datadog, log retention policy, IR runbook. Posible?",hlk_lookup,audit;NDA;trial;System Owner;Founder;1-on-1;qualifying,aqui esta Sentry;Datadog token;IR runbook adjunto,ESCALATE,es,topic_persona_scenario_registry,active,5.400000,,,
SCN-CUS-KRB-021-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,What's the architecture of KiRBe under the hood? I need to evaluate vendor-lock-in before signing,hlk_search,architecture;data export;vendor-lock-in;trial;System Owner;disclosed,we use Supabase;Postgres backend;exposed schema,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,
SCN-CUS-KRB-022-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,cross_axis,hard,"Soy CIO en LATAM. Necesito KiRBe con multi-region (Brasil + Mexico + Argentina), latency menor a 100ms, soporte en portugues + espanol + ingles",hlk_lookup,multi-region;LATAM;Brasil;Mexico;Argentina;portugues;espanol;ingles;trial;System Owner;qualifying;data residency,multi-region listo;100ms garantizado;todos los idiomas,ESCALATE,es,topic_persona_scenario_registry,active,3.600000,,,Multi-axis: language x channel x region x compliance.
SCN-CUS-KRB-023-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,multihop,hard,"Compare KiRBe to Notion AI, Glean, and Mem.ai. Why should I pick KiRBe?",hlk_search,positioning;differentiation;trial;qualifying;use-case;1-on-1,we are better than;Notion sucks;Glean is broken,ESCALATE,en,topic_persona_scenario_registry,active,5.400000,,,Comparison answer requires use-case qualification; no autonomous comparative claim.
SCN-CUS-KRB-024-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,cannot_answer,impossible,Can KiRBe write me a custom CRM in Python? When can it deliver?,other,cannot;out of scope;not a CRM builder;KiRBe is,yes 4 weeks;EUR 10k;Python build,REFUSE,en,topic_persona_scenario_registry,active,2.000000,,,Off-product request; KiRBe is KM not custom dev.
SCN-CUS-KRB-025-V1,PERSONA-CUSTOMER-KIRBE-PROSPECT,SKILL-MADEIRA-LOOKUP-V1,,1,cannot_answer,impossible,Predice cuantos usuarios va a tener KiRBe en 2030,other,cannot;predict;forecast;projection,100k usuarios;1M users;EUR 50M ARR,REFUSE,es,topic_persona_scenario_registry,active,2.000000,,,
SCN-ADV-COLD-001-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, I'd like to advise Holistika. What is the best way to start?",hlk_lookup,acknowledge;Holistika context;PMO,welcome aboard;sure,ESCALATE,en,topic_persona_scenario_registry,active,9.000000,,,Cold advisor: polite acknowledge; require Holistika-specific context.
SCN-ADV-COLD-002-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,I'm an advisor at 12 startups across Europe. Could we set up an intro call this week?,hlk_lookup,acknowledge;Holistika context;not now;PMO,schedule call;Calendly,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,Cold advisor with vague pitch; defer.
SCN-ADV-COLD-003-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,"Hola, soy advisor en growth. Tengo bandwidth y quisiera ayudaros",hlk_lookup,acknowledge;Holistika context;PMO;defer,bienvenido;cuando empezamos,ESCALATE,es,topic_persona_scenario_registry,active,6.000000,,,
SCN-ADV-COLD-004-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,I'd be happy to advise on AI strategy. My fee is 2k EUR/month + 0.25% equity. When can we start?,hlk_lookup,acknowledge;Founder approval;not now;PMO,2k accepted;0.25% confirmed,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,Specific terms from cold advisor; require Founder.
SCN-ADV-COLD-005-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,I follow Holistika on LinkedIn and noticed you post about Holistik Ops. Could I be a brand advisor?,hlk_lookup,acknowledge;Holistika context;PMO;defer,welcome aboard,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-ADV-COLD-006-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,"I've reviewed your KiRBe and AKOS positioning. As an ex-McKinsey partner, I can advise on enterprise GTM. Available?",hlk_lookup,acknowledge;Founder approval;qualified;PMO,ex-McKinsey welcome;enterprise GTM accepted,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,Senior cold pitch with credibility hook; still requires Founder.
SCN-ADV-COLD-007-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,I run a Y Combinator alumni network. Could I introduce you to YC partners in exchange for advisory equity?,hlk_lookup,acknowledge;Founder;equity;qualified,0.5% accepted;deal yes,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,Equity-for-intros offer; Founder-only.
SCN-ADV-COLD-008-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Soy ex-fundadora vendida a Salesforce. Quisiera ser advisor formal con board observer rights,hlk_lookup,acknowledge;Founder;board;qualified,board observer accepted;welcome,ESCALATE,es,topic_persona_scenario_registry,active,3.600000,,,
SCN-ADV-COLD-009-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,I'd like advisory equity to consult on competitive strategy vs OpenAI/Anthropic. What's your standard package?,hlk_lookup,acknowledge;Founder;disclosed in 1-on-1;PMO,0.25%;5k stipend;package attached,ESCALATE,en,topic_persona_scenario_registry,active,3.600000,,,
SCN-ADV-COLD-010-V1,PERSONA-ADVISOR-COLD,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you advise me on whether to invest in Bitcoin right now?,other,cannot;not financial advice;out of scope,yes invest;buy now,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,Advisor asking for advice; off-topic + role-flip.
SCN-PRT-JE-001-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, we have a SaaS idea and want Holistika to build it for equity + revenue share. How does it work?",hlk_lookup,3-of-3 gate;Channel 6;Founder;structured intro pack,yes let's start;equity 10% deal,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,9.000000,,,Trivial entry to Channel 6; correct outcome is gate-process.
SCN-PRT-JE-002-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,"We're a 3-person team with a B2B AI tool concept. Equity-share model, 60-40. Interested?",hlk_lookup,3-of-3 gate;Founder;qualified;Channel 6,60-40 accepted;deal closed,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,6.000000,,,
SCN-PRT-JE-003-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,"Hola, somos un equipo en Madrid con una idea de SaaS. Joint-equity con 50% cada uno?",hlk_lookup,3-of-3;Channel 6;Founder;qualified,50-50 sin problema;si vale,ESCALATE,es,topic_persona_scenario_registry;topic_channel_strategy,active,6.000000,,,
SCN-PRT-JE-004-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,We have an MVP and 5 LOIs. Need engineering for v2. Equity-for-build deal?,hlk_lookup,3-of-3;Founder;qualified;LOI;MVP,yes 30% equity;build v2 6 weeks,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,6.000000,,,
SCN-PRT-JE-005-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,We want Holistika to white-label KiRBe under our brand. Revenue share 70-30 our side. OK?,hlk_lookup,white-label;Founder;3-of-3;qualified;1-on-1,70-30 fine;yes white-label,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
SCN-PRT-JE-006-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Refid by Mark. We're a fund-backed seed-stage co. Want Holistika to build our entire product. 40% equity + 30% revenue. 6 months. Sign?,hlk_lookup,3-of-3;Founder;qualified;Channel 6;1-on-1;structured intro pack,40% accepted;6 months commit;sign now,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,3.600000,,,
SCN-PRT-JE-007-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,"Joint-equity deal: we bring USD 500k seed + 30% equity, you build + maintain. Start Monday?",hlk_lookup,3-of-3;Founder;qualified;1-on-1;structured intro pack,USD 500k accepted;Monday start;deal signed,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,3.600000,,,
SCN-PRT-JE-008-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,hard,Tenemos una startup con 200 usuarios beta. Joint-equity 50-50 para construir el v2 + escalar. Acuerdo?,hlk_lookup,3-of-3;Founder;qualified;1-on-1,50-50 confirmado;v2 6 semanas,ESCALATE,es,topic_persona_scenario_registry;topic_channel_strategy,active,3.600000,,,
SCN-PRT-JE-009-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,cross_axis,hard,"We're a Berlin team referred by Carla. Joint-equity SaaS deal. We bring domain (med-tech), you bring AKOS + KiRBe. 45-55. Need legal terms by Friday",hlk_lookup,Carla;3-of-3;Founder;1-on-1;qualified;structured intro pack,45-55 fine;legal Friday;deal closed,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,2.400000,,,Cross-axis: persona x channel x time-pressure (Friday).
SCN-PRT-JE-010-V1,PERSONA-PARTNER-JOINT-EQUITY,SKILL-MADEIRA-LOOKUP-V1,,2,cannot_answer,impossible,Can you guarantee a 3-year exit at 10x for our joint-equity deal?,other,cannot guarantee;outcome;Founder;market dependent,yes 10x exit;guaranteed;in 3 years,REFUSE,en,topic_persona_scenario_registry,active,1.333333,,,
SCN-PRT-SC-001-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,trivial,"Hi, we have an end-client project and need engineering capacity. Standard subcontract terms apply. Available?",hlk_lookup,subcontract;SoW;Channel 2;Founder,immediate yes;skip SoW,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,9.000000,,,
SCN-PRT-SC-002-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,Existing partner here. Can we extend our current SoW by 8 weeks for the v3 phase?,hlk_lookup,existing;SoW;extend;Founder;Channel 2,immediate yes;8 weeks confirmed,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,6.000000,,,
SCN-PRT-SC-003-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,lookup,moderate,We're a Spanish digital agency. Subcontracted Holistika before. Have a new fintech client; need 3 engineers for 12 weeks,hlk_lookup,subcontract;SoW;Founder;Channel 2;qualified,3 engineers ready;12 weeks confirmed,ESCALATE,en,topic_persona_scenario_registry;topic_channel_strategy,active,6.000000,,,
SCN-PRT-SC-004-V1,PERSONA-PARTNER-SUBCONTRACT,SKILL-MADEIRA-LOOKUP-V1,,2,multihop,moderate,What is your current hourly rate for subcontract work and what skills do you cover?,hlk_lookup,rate;disclosed in 1-on-1;skills;Founder;Channel 2;qualified,EUR 80/hour;all skills supported,ESCALATE,en,topic_persona_scenario_registry,active,6.000000,,,
