item_id,area,role_owner,item_granularity,item_name,knowledge_pairing_status,paired_sop_status,mirror_coverage_status,audience_tags_status,cadence_status,verdict,gap_summary
gtm_cl_38e95efc220bcd,People,CPO,process,"Team growth and talent pathways — Career planning: Definir fases hacia objetivos internos de capacidad, como ejemplo, p…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_3a38f6c7014d3e,Operations,PMO,process,Service catalog and capability definition — Market demand: Basar flagships en research,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_3b697c1febacb8,Tech,AI Engineer,process,MADEIRA delivery — Personality Manager Module,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_3bd799aec13210,Operations,PMO,process,Go-to-market and entity readiness — Entity formation: Dirección social,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_3e8b5ab573de92,Operations,PMO,process,Service catalog and capability definition — Market demand: Conocer el estilo de consultoría que se prefiere,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_3f6681940aeaab,Operations,PMO,process,Service catalog and capability definition — Capability and resource inventory: Process map,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_4106a1d37422d3,Tech,AI Engineer,process,MADEIRA research radar — Activism themes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_434e6039e8ec68,Operations,PMO,process,Service catalog and capability definition — Capability and resource inventory: Pricing por FTE de cada proceso,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_45a278c3a4778b,Operations,PMO,process,Go-to-market and entity readiness — Entity formation: Presupuesto autónomos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_45fd062aaaff6c,Operations,PMO,process,Service catalog and capability definition — Capability and resource inventory: Procesos asignados a roles del organigra…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_4b1030b0ba2d8f,MKT,CMO,process,"Brand presence and messaging — Brand messaging: Unificar la voz bajo Holistika, pero, cambiar según canal",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_4b160680e2afaf,Tech,AI Engineer,process,MADEIRA UX — Post Processors And Parsers,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_553039c22e9a68,Operations,PMO,process,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_585c46c9150e93,MKT,CMO,process,"Brand presence and messaging — Web and LinkedIn channels: Cuenta con mail empresa en todos los canales (IG, Facebook, L…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_5ab0e9ee478374,Operations,PMO,process,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_5fb394c413062c,Operations,PMO,process,Service catalog and capability definition — Service process documentation: Priorizar proceso por cada producto,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_6666fcd6962238,Operations,PMO,process,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_68f2ea7ca41cdd,Tech,AI Engineer,process,MADEIRA UX — Speech-to-text,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_699cc4cd6e207d,Tech,AI Engineer,process,MADEIRA research radar — Technology themes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_6f205adfbb6119,Tech,AI Engineer,process,MADEIRA product delivery — Planning Phase,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_6f3c1ff99ebc76,Operations,PMO,process,Operating model and internal controls — End-to-end operating model: Checklist,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_71a6fb2dbce712,Tech,AI Engineer,process,MADEIRA UX — Self,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_735c01230d82a4,MKT,CMO,process,Brand presence and messaging — Brand messaging: Mensaje de valor por cada stream basado en deseos de mercado y oferta d…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_7506f05fe1f005,Operations,PMO,process,Service catalog and capability definition — Service process documentation: Definir proyectos internos incrementales com…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_776150a9cd31ed,MKT,CMO,process,Brand presence and messaging — Brand messaging: Definir colores corporativos por cada stream,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_7981fe46f14496,Research,Holistik Researcher,process,Research material — curated learning playlists,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_7a454ec5fb7e4e,Operations,PMO,process,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_7a8ab255ca7c48,Operations,PMO,process,Go-to-market and entity readiness — Entity formation: Cuenta bancaria,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_7c2f86a8c5a925,Operations,PMO,process,Service catalog and capability definition — Service process documentation: Definir Funnel de servicio y las fases de cu…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_814367ea727b74,Tech,AI Engineer,process,MADEIRA research radar — Political themes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_8835a727fafc8c,Tech,AI Engineer,process,MADEIRA UX — Text-to-speech,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_89f1c8c3b32bba,Tech,AI Engineer,process,MADEIRA delivery — Llamaindex Queryengine,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_8d605e43ef1def,Operations,PMO,process,Go-to-market and entity readiness — Go-to-market readiness,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_903c27de18165e,Operations,PMO,process,Service catalog and capability definition — Service definition,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_90684555501bb8,Operations,PMO,process,Service catalog and capability definition — Market demand: Conocer la percepción y demanda de PM,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_954e95b2e53b97,Operations,PMO,process,"Operating model and internal controls — End-to-end operating model: Tras documentar procesos, crear sus relaciones en c…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_95ccfca55c3ef6,Tech,AI Engineer,process,MADEIRA UX — Knowledge Management,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_98d7a76562651a,People,CPO,process,Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_9d17a1ce9894c5,Tech,AI Engineer,process,MADEIRA research radar — Social themes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_9eb55dbcbe2b59,Tech,AI Engineer,process,MADEIRA research radar — Legal themes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a2f9b65f49a925,Tech,AI Engineer,process,MADEIRA UX — Is Accessible?,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a427f4b0dd3c83,MKT,CMO,process,Brand presence and messaging — Web and LinkedIn channels: Codebase de web (separado de ERP) con componentes optimizados…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a43b42abaf8e3c,Tech,AI Engineer,process,MADEIRA UX — Colleagues,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a57ff65e6109ec,Operations,PMO,process,Service catalog and capability definition — Service process documentation: Hacer ranking de procesos por categoría en c…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a5825f358b0d65,Operations,PMO,process,"Go-to-market and entity readiness — FTE optimization: Tener bien definido el plan vertical (estrategia, táctica y opera…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a5b7d822950329,Operations,PMO,process,Operating model and internal controls — End-to-end operating model: Establecer estándares,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_a813182e3a5c08,Operations,PMO,process,Operating model and internal controls — Infrastructure documentation: Tabla de componentes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_aa7b490c0fca48,Tech,AI Engineer,process,MADEIRA product delivery — Proof-of-concept,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_ac5a89216d4ce8,Operations,PMO,process,Operating model and internal controls — Intelligence absorption and placement: Definir y documentar la metodología de t…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_aeb937a98e9d97,Tech,AI Engineer,process,MADEIRA delivery — Other Llamaindex Components,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_afb64082295a96,Operations,PMO,process,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_b0db4bd3e78efd,Operations,PMO,process,Operating model and internal controls — Intelligence absorption and placement: Procesos y frameworks de research,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_b2d4d6d135d20a,Operations,PMO,process,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_b35cb2c55bea2f,Tech,AI Engineer,process,MADEIRA product planning — project-level backlog,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_b65f69db8a3ed0,Operations,PMO,process,Operating model and internal controls — End-to-end operating model: Documentar incrementales y estrategia de aumento de…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_b8104f5193dcac,Tech,AI Engineer,process,MADEIRA delivery — Pms,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_b857ba02148488,Operations,PMO,process,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_bd109f630f4e77,Tech,AI Engineer,process,MADEIRA UX — Readers (converts Data To Python Object W Json Schema),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_bd461617be6692,MKT,CMO,process,Brand presence and messaging — Paid media and positioning: Flujo de contenido orgánico entre canales (reducciones y/o t…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_c1dadaf241d4c5,Research,Holistik Researcher,process,Research material pipeline execution — Research material sources: Pipeline,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_c4268c352c26e7,Tech,AI Engineer,process,MADEIRA product delivery — Sales Tools (for All Orientations),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_c54318a2387815,Operations,PMO,process,Operating model and internal controls — Infrastructure documentation: Workflow de componentes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_cd667d728c75e0,Operations,PMO,process,Operating model and internal controls — Infrastructure documentation: Casos de uso IA,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_cf58a1460f29ea,Tech,AI Engineer,process,MADEIRA research radar — Economics themes,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_d0783fd7db9d8b,Operations,PMO,process,Service catalog and capability definition — Capability and resource inventory: Combinaciones de procesos para x product…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_d277fd4bde7e85,MKT,CMO,process,Brand presence and messaging — Paid media and positioning: Buyer personas definidos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_d40d6f2d47d60b,Operations,PMO,process,Go-to-market and entity readiness — Financial control: Portal de pagos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_d549cdb10a2410,Operations,PMO,process,Go-to-market and entity readiness — Entity formation: Valorar dispositivos como capital social inicial,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_d6af33605daf86,MKT,CMO,process,Brand presence and messaging — Brand discovery and channels,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_da182afd130aeb,Operations,PMO,process,Go-to-market and entity readiness — Entity formation: Gestoría y notaría,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_dd6aa7ee8e3070,Operations,PMO,process,Operating model and internal controls — End-to-end operating model: Dividir bien los proyectos internos y externos,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_f0cd4525cd4646,Tech,AI Engineer,process,MADEIRA delivery — Madeira Module,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_f23d23dfda8a02,Tech,AI Engineer,process,MADEIRA product delivery — Product Release,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_f3265c7b665852,MKT,CMO,process,Brand presence and messaging — Paid media and positioning: Mensajes definidos y ediciones hechas en el calendario,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_f5b16f89f8a884,MKT,CMO,process,Brand presence and messaging — Brand messaging: Unificar los mensajes bajo una unión común de intel y administración de…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_f8c52621706eb9,MKT,CMO,process,Brand presence and messaging — Web and LinkedIn channels: Calendario editorial,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_f8d245a7b6d763,Operations,PMO,process,Service catalog and capability definition — Market demand: Proceso de monitorización de mercado para mantener la intel…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_ff27eaf1eed5ee,Operations,PMO,process,Go-to-market and entity readiness — Financial control: Formular relacionales y transaccionales,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_cl_ffc7e886b6a4f3,Tech,AI Engineer,process,MADEIRA UX — Persona,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_1,Research,Holistik Researcher,task,Build Research Process,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_2,Research,Holistik Researcher,task,Gather Research Channels,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_3,Research,Holistik Researcher,task,Integrate Research Material into MADEIRA,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_4,Research,Holistik Researcher,task,Scrape Reseach Channels,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_5,Research,Holistik Researcher,task,Build Data Governance for Research,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_6,Research,Holistik Researcher,task,Build UI for visualization or interaction with KMS and MADEIRA,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_7,Research,Holistik Researcher,process,Office Automation,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_8,Research,Holistik Researcher,process,Research material — People,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_9,Research,Holistik Researcher,process,Security & Intelligence,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_10,Research,Holistik Researcher,process,Design,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_11,Research,Holistik Researcher,process,System Design,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_12,Research,Holistik Researcher,process,Content & Channel Strategy,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_13,Research,Holistik Researcher,process,Macro Economists & Investments,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_14,Research,Holistik Researcher,process,AI,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_15,Research,Holistik Researcher,process,Politics,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_16,Research,Holistik Researcher,process,Social,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_17,Research,Holistik Researcher,process,Logic,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_18,Research,Holistik Researcher,process,Legal,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_research_dtp_19,Research,Holistik Researcher,process,UX - Customer Relationship,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_1,Tech,AI Engineer,task,Technocrats Influence over Politics (Global),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_2,Tech,AI Engineer,task,National Politicians and Internal Schism (per Region),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_3,Tech,AI Engineer,task,Revision of 20th Century Political Agreements,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_4,Tech,AI Engineer,task,Nihilism (Passive vs Active vs Standard),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_5,Tech,AI Engineer,task,Neo-Acelerationism vs Acelerationsm,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_6,Tech,AI Engineer,task,Anti-AI movement. Why is it so divided?,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_7,Tech,AI Engineer,task,Prosumerism: Today consumers are Producers. Do they know that?,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_8,Tech,AI Engineer,task,Philosophers imply a crisis in basic logical assessment. Reasons,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_9,Tech,AI Engineer,task,Analyze based on Marslow Pyramid,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_10,Tech,AI Engineer,task,Identify generational gaps to identify multiple stances per group,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_11,Tech,AI Engineer,task,Identify globally accepted Social Cultures,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_12,Tech,AI Engineer,task,Tech B2E Employee situation (POV) vs Global B2E Employee situation (POV),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_13,Tech,AI Engineer,task,AI Learning Curve may cause or increment social disparity,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_14,Tech,AI Engineer,task,Technocrat Schism (Elon vs Silicon Valley),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_15,Tech,AI Engineer,task,'We have No Moat over Open Source Communiy' Google Open Letter,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_16,Tech,AI Engineer,task,Ex-Google CEO Eric Smidth's vision of the impact of AI in Society (especially Harvard Interview),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_17,Tech,AI Engineer,task,Career to break through AGI and ASI,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_18,Tech,AI Engineer,task,NVIDIA's end of programming vision and strategy,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_19,Tech,AI Engineer,task,Cost reduction has produced free tools to debunk and disprove previously proven scientific statements giving rise to th…,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_20,Tech,AI Engineer,task,Technology Nationalisation (and militarisation),unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_21,Tech,AI Engineer,task,EU AI Act,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
gtm_madeira_dtp_22,Tech,AI Engineer,task,USA DOGE,unmatched,unmatched,covered_by_emit,deferred,undeclared,partial,knowledge_pairing;paired_sop;audience_tags_deferred;cadence_undeclared
