type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_1,item_name,item_id,item_granularity,time_hours_par,description,instructions,addundum_extras,confidence,count_name,frequency,quality
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),PostgreSQL,gtm_madeira_dtp_111,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),CSV,gtm_madeira_dtp_112,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),TXT,gtm_madeira_dtp_113,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),XLSX,gtm_madeira_dtp_114,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),PDF,gtm_madeira_dtp_115,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),JSON Schema,gtm_madeira_dtp_116,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),AzureDB,gtm_madeira_dtp_117,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),MongoDB,gtm_madeira_dtp_118,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),HTML,gtm_madeira_dtp_119,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),PDF,gtm_madeira_dtp_120,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),Google Sheets,gtm_madeira_dtp_121,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),Google Docs,gtm_madeira_dtp_122,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),Google Drive,gtm_madeira_dtp_123,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),YouTube Transcripts,gtm_madeira_dtp_124,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),YouTube Channel Metadata,gtm_madeira_dtp_125,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),Google Search,gtm_madeira_dtp_126,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),Notion,gtm_madeira_dtp_127,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),Google Maps,gtm_madeira_dtp_128,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema),RealTime Audio Recording,gtm_madeira_dtp_129,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Post Processors and Parsers,Node Post Processor - Entity Extractor,gtm_madeira_dtp_130,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Post Processors and Parsers,Node Post Processor - Any metadata Extractor (Pydantic KWargs),gtm_madeira_dtp_131,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Post Processors and Parsers,Node Post Processor - Tags Extractor,gtm_madeira_dtp_132,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Post Processors and Parsers,Node Post Processor - DateTime Extractor,gtm_madeira_dtp_133,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Post Processors and Parsers,Convert Document to Node,gtm_madeira_dtp_134,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Knowledge Management,Page Reranker (Reasoning),gtm_madeira_dtp_135,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Knowledge Management,Node & Edge management (RAGRAPH),gtm_madeira_dtp_136,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Knowledge Management,Community management (RAGRAPH),gtm_madeira_dtp_137,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Knowledge Management,Cohere Reranker (Reasoning),gtm_madeira_dtp_138,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Product Owner - UX - KirBe Components / Knowledge Management,Advanced QueryEngine - SubQuestion Object Retriever (Reasoning),gtm_madeira_dtp_139,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Benchmarker - AI Ethics / Evaluators,LlamaIndex eval,gtm_madeira_dtp_140,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Benchmarker - AI Ethics / Evaluators,Transformers pipeline,gtm_madeira_dtp_141,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Benchmarker - AI Ethics / Evaluators,AutoEval,gtm_madeira_dtp_142,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Benchmarker - AI Ethics / Evaluators,Distil_BerT Sentiment Analysis,gtm_madeira_dtp_143,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,Benchmarker - AI Ethics / Evaluators,Compliance Evaluator (ReAct Agent with RaG),gtm_madeira_dtp_144,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Github Repo,gtm_madeira_dtp_145,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,"Deployment - Github Actions sends repo to Vercel, Cloud, etc",gtm_madeira_dtp_146,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Merge Request (rules for manual or automated approval),gtm_madeira_dtp_147,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Local CICD - Jenkins,gtm_madeira_dtp_148,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Cloud CICD (AzureDevops),gtm_madeira_dtp_149,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Design Improvements and estimate refactor effort,gtm_madeira_dtp_150,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Local CICD - Cursor,gtm_madeira_dtp_151,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Cloud CICD - Replit,gtm_madeira_dtp_152,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Quality-of-Life Automations - Github Actions,gtm_madeira_dtp_153,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,Logs & Monitoring,gtm_madeira_dtp_154,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / CICD Pipeline,KPI Dashboard,gtm_madeira_dtp_155,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / PMS,PMO PMS Tool for Integration: Asana/Monday/Trello...,gtm_madeira_dtp_156,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / PMS,GitHub Projects for automated follow-up based on Github Repo,gtm_madeira_dtp_157,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Pipeline / PMS,PMO Communication Tool for Integration: Slack/Discord...,gtm_madeira_dtp_158,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,StorageContext,gtm_madeira_dtp_159,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,load_index_from_storage,gtm_madeira_dtp_160,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,VectorStoreIndex and PGVectorStore,gtm_madeira_dtp_161,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,GraphStoreIndex and Neo4jGraphStore,gtm_madeira_dtp_162,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,get_response_synthesizer,gtm_madeira_dtp_163,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,Settings,gtm_madeira_dtp_164,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex CORE,Document,gtm_madeira_dtp_165,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex QueryEngine,RetrieverQueryEngine,gtm_madeira_dtp_166,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex QueryEngine,KnowledgeGraphQueryEngine,gtm_madeira_dtp_167,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex QueryEngine,SubQuestionQueryEngine,gtm_madeira_dtp_168,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex QueryEngine,RouterQueryEngine,gtm_madeira_dtp_169,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / LlamaIndex QueryEngine,BaseQueryEngine,gtm_madeira_dtp_170,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),vector_query_engine,gtm_madeira_dtp_171,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),kg_query_engine,gtm_madeira_dtp_172,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),retriever_router,gtm_madeira_dtp_173,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),sub_question_engine,gtm_madeira_dtp_174,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),pydantic_engine,gtm_madeira_dtp_175,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),ResearchAgent,gtm_madeira_dtp_176,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),SwarmEditors,gtm_madeira_dtp_177,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Tools (for QueryEngine),QueryEngineTool (bundles a QueryEngine with metadata),gtm_madeira_dtp_178,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Other LlamaIndex Components,CallbackManager,gtm_madeira_dtp_179,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Other LlamaIndex Components,VectorMemory (MadeiraMemory Class),gtm_madeira_dtp_180,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Other LlamaIndex Components,ReActAgent (EnhancedMadeiraAgent Class),gtm_madeira_dtp_181,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Other LlamaIndex Components,OpenAIEmbedding,gtm_madeira_dtp_182,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - LlamaIndex Modules / Other LlamaIndex Components,"ChatMessage, MessageRole and ChatResponse",gtm_madeira_dtp_183,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,CustomPGVectorStore,gtm_madeira_dtp_184,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,CustomNeo4jGraphStore,gtm_madeira_dtp_185,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,init_vector_store,gtm_madeira_dtp_186,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,init_graph_store,gtm_madeira_dtp_187,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,init_storage_context,gtm_madeira_dtp_188,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,init_indices,gtm_madeira_dtp_189,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,asynccontextmanager,gtm_madeira_dtp_190,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,close_db,gtm_madeira_dtp_191,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,Query,gtm_madeira_dtp_192,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,StructuredResponse,gtm_madeira_dtp_193,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,PydanticQueryEngine,gtm_madeira_dtp_194,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,EnhancedMadeiraAgent,gtm_madeira_dtp_195,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,AsyncStreamWrapper,gtm_madeira_dtp_196,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,MADEIRA_SYSTEM_PROMPT,gtm_madeira_dtp_197,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,AssistantMemory,gtm_madeira_dtp_198,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,get_madeira_agent,gtm_madeira_dtp_199,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,CustomReActAgent,gtm_madeira_dtp_200,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,"post(""/madeira_query/"")",gtm_madeira_dtp_201,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,StreamQueryRequest,gtm_madeira_dtp_202,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,"post(""/madeira_stream_query/"")",gtm_madeira_dtp_203,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,"get(""/madeira_personality/"")",gtm_madeira_dtp_204,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,"post(""/madeira_personality/"")",gtm_madeira_dtp_205,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,get_storage_context,gtm_madeira_dtp_206,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,"get(""/health"")",gtm_madeira_dtp_207,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,"post(""/clear_madeira_memory/"")",gtm_madeira_dtp_208,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / madeira.py,__main__,gtm_madeira_dtp_209,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,sentiment_analyzer,gtm_madeira_dtp_210,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,EmotionalState,gtm_madeira_dtp_211,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,InteractionStyle,gtm_madeira_dtp_212,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,LLMConfig,gtm_madeira_dtp_213,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,PersonalityTrait,gtm_madeira_dtp_214,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,PersonalityConfig,gtm_madeira_dtp_215,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,MadeiraPersonalitySystem,gtm_madeira_dtp_216,task,,,,,,,,
Internal,Employee,Holistika,Tech,O5-1,AI Engineer,MADEIRA Project,DevOps - CICD - Code Structure / personality_manager.py,EnhancedMadeiraAgent,gtm_madeira_dtp_217,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Unificar los mensajes bajo una unión común de intel y administración de holistika,Manifiesto,gtm_brand_dtp_1,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Unificar los mensajes bajo una unión común de intel y administración de holistika,Copies web,gtm_brand_dtp_2,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Unificar los mensajes bajo una unión común de intel y administración de holistika,Revisar manifiestos,gtm_brand_dtp_3,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Unificar los mensajes bajo una unión común de intel y administración de holistika,Mensajes de blogs y otros canales,gtm_brand_dtp_4,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Unificar los mensajes bajo una unión común de intel y administración de holistika,Plan de mensaje global,gtm_brand_dtp_5,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Definir colores corporativos por cada stream,Establecer colores corporativos oficiales base,gtm_brand_dtp_6,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Definir colores corporativos por cada stream,"De ellos, cambiar todos por cada canal ligeramente, ej. más ligero e informal en IG hablando a B2E",gtm_brand_dtp_7,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Definir colores corporativos por cada stream,Ir diseñando nuevos colores para el momento de la separación TB y ET de HK en el futuro como sociedades independientes,gtm_brand_dtp_8,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Definir colores corporativos por cada stream,Buscar justificación psicológica detrás del branding elegido,gtm_brand_dtp_9,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Mensaje de valor por cada stream basado en deseos de mercado y oferta de cada marca,Investigación de competencia por producto,gtm_brand_dtp_10,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Mensaje de valor por cada stream basado en deseos de mercado y oferta de cada marca,Investigación de buyer y tendencias,gtm_brand_dtp_11,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Mensaje de valor por cada stream basado en deseos de mercado y oferta de cada marca,"Investigación de confluencia entre competencia, mercado, buyers, tendencias y mensajes por cada canal",gtm_brand_dtp_12,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Marca y mensajes / Mensaje de valor por cada stream basado en deseos de mercado y oferta de cada marca,Oficialización de listado de tipo de contenido por cada canal,gtm_brand_dtp_13,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Marca y mensajes / Unificar la voz bajo Holistika, pero, cambiar según canal","IG es más informal B2E y el blog tiene un toque de entretenimiento, que también tenemos que compensar con palabras complejas y términos científicos",gtm_brand_dtp_14,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Marca y mensajes / Unificar la voz bajo Holistika, pero, cambiar según canal","Establecer la voz desde el espectro más corporativo, con entregables como el dossier de inversión, al más personal como una historia de IG",gtm_brand_dtp_15,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Cuenta con mail empresa en todos los canales (IG, Facebook, Linkedin, Fiver etc)",Unificar acceso,gtm_brand_dtp_16,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Cuenta con mail empresa en todos los canales (IG, Facebook, Linkedin, Fiver etc)",Dar de alta en dispositivos,gtm_brand_dtp_17,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Cuenta con mail empresa en todos los canales (IG, Facebook, Linkedin, Fiver etc)","Asegurar continuidad de pago, y estimación de deadline, para no perder el dominio",gtm_brand_dtp_18,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Cuenta con mail empresa en todos los canales (IG, Facebook, Linkedin, Fiver etc)",Tabla con lista de accesos y links para onboarding (no contraseñas),gtm_brand_dtp_19,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Codebase de web (separado de ERP) con componentes optimizados, cargas repartidas y copies",Listar SOP estructura de código,gtm_brand_dtp_20,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Codebase de web (separado de ERP) con componentes optimizados, cargas repartidas y copies",Categorizar cada parte de la web,gtm_brand_dtp_21,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Codebase de web (separado de ERP) con componentes optimizados, cargas repartidas y copies","SOPs gestión codebase de web, con sus páginas definidas, global css, copies, componentes etc",gtm_brand_dtp_22,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Codebase de web (separado de ERP) con componentes optimizados, cargas repartidas y copies",Integrar en procesos de gestión MKT y traspasar de Tech,gtm_brand_dtp_23,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,"Canales como web y linkedin / Codebase de web (separado de ERP) con componentes optimizados, cargas repartidas y copies",Establecer proceso de mantenimiento por tech (o revisión) y de solicitud de  arreglo/mejora a nivel tech,gtm_brand_dtp_24,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Canales como web y linkedin / Calendario editorial,Rescatar calendario batard como template,gtm_brand_dtp_25,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Canales como web y linkedin / Calendario editorial,Listar tipos de contenido por formato,gtm_brand_dtp_26,task,,,,,,,,
Internal,Employee,Holistika,Marketing,O5-1,CMO,Darnos a conocer,Canales como web y linkedin / Calendario editorial,Por canal,gtm_brand_dtp_27,task,,,,,,,,
