component_id,component_name,component_kind,lifecycle_status,entity,area,primary_owner_role,steward_ops_domain,secondary_owner_role,escalation_owner_role,repo_slug,github_url,api_exposure,api_spec_pointer,integration_pattern,depends_on_component_ids,parent_component_id,primary_process_item_id,related_process_item_ids,topic_ids,access_level_data,data_classification,environment_scope,slo_tier,runbook_link,doc_link,legal_hold,retention_policy_ref,last_verified_date,source_row,notes
comp_matriz_00087,CloudFlare — CloudFlare,infrastructure,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Hosting; subcategory=Domain
comp_matriz_00088,CloudFlare — CloudFlare (sheet row 88),infrastructure,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Hosting; subcategory=Storage
comp_matriz_00089,CloudFlare — CloudFlare (sheet row 89),infrastructure,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Hosting; subcategory=Codebase
comp_matriz_00090,CloudFlare — CloudFlare (sheet row 90),infrastructure,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Security; subcategory=Domain
comp_matriz_00091,Bank Account — Bank Account,other,active,HLK Tech Lab,Tech,System Owner,FINOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Finance Ops; subcategory=Bank Account
comp_matriz_00092,Google Cloud Console — Google (sheet row 92),saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Security; subcategory=Network
comp_matriz_00093,Google Cloud Console — Google (sheet row 93),saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Security; subcategory=Network
comp_matriz_00094,ElevenLabs — ElevenLabs,saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=AI; subcategory=TTS/SST LLM
comp_matriz_00095,PerplexityAI — PerplexityAI,saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=AI; subcategory=Research Tools
comp_matriz_00096,YouTube — Google,saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Office Automation; subcategory=Research Tools
comp_matriz_00097,NotebookLM — Google,saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Office Automation; subcategory=Research Tools
comp_matriz_00098,Tuta — Tuta,saas,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,none,,n_a,,,,,,3,internal,multi,standard,,,n,POL-DATA-GIT-CSV-DEFAULT,2026-04-20,matriz_componentes_xlsx,category=Security; subcategory=VPN
comp_i93_hlk_erp,HLK-ERP — Holistika ERP shell,repository,active,HLK Tech Lab,Data,System Owner,DATAOPS,,System Owner,hlk-erp,https://github.com/FraysaXII/hlk-erp,internal,,embedded_chart,comp_matriz_00008,,hol_data_dtp_engagement_integration_scaffold_001,,,3,internal,multi,critical,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_ENGAGEMENT_INTEGRATION_SCAFFOLD_001.md,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-MIRROR-OPERATIONAL,2026-06-04,i93_p5b_bi_tranche,bi_tier=T1; primary embedded ops BI; erp.vw_* consumer
comp_i93_langfuse,Langfuse — AIC observability,observability,active,HLK Tech Lab,Tech,AI Engineer,DEVOPS,,System Owner,openclaw-akos,https://github.com/FraysaXII/openclaw-akos,internal,,pull,,,,,,3,internal,multi,standard,,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-TELEMETRY-OBS,2026-06-04,i93_p5b_bi_tranche,bi_tier=T3; BI-HOL-LANGFUSE; trace quality/cost BI
comp_i93_neo4j,Neo4j — graph read index,saas,experimental,HLK Tech Lab,Data,Data Architect,DATAOPS,,System Owner,,,internal,,pull,comp_matriz_00008,,,,,3,internal,multi,standard,scripts/sync_hlk_neo4j.py,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/DATA_ARCHITECTURE.md,n,POL-DATA-MIRROR-OPERATIONAL,2026-06-04,i93_p5b_bi_tranche,bi_tier=T5; T3 warehouse index; NEO4J_* env gated
comp_i93_metabase,Metabase — steward SQL BI,saas,experimental,HLK Tech Lab,Data,Data Steward,DATAOPS,,System Owner,,,internal,,pull,comp_matriz_00008,,,,,3,internal,multi,standard,,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-MIRROR-OPERATIONAL,2026-06-04,i93_p5b_bi_tranche,bi_tier=T4; optional; not deployed
comp_i93_power_bi,Microsoft Power BI — client BI,client_runtime,experimental,HLK Tech Lab,Data,Data Governance Office,DATAOPS,,System Owner,,,partner,,pull,comp_matriz_00008,,hol_data_dtp_engagement_integration_scaffold_001,,,3,confidential,multi,standard,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_ENGAGEMENT_INTEGRATION_SCAFFOLD_001.md,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-ENGAGEMENT-FACT,2026-06-04,i93_p5b_bi_tranche,bi_tier=T7; engagement_stream=A; distinct from Power Platform RPA
comp_i93_holistika_edge,Supabase Edge Functions — Holistika ingress,edge_function,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,openclaw-akos,https://github.com/FraysaXII/openclaw-akos,internal,,edge_webhook,comp_matriz_00008|comp_i93_hlk_erp,,hol_data_dtp_engagement_integration_scaffold_001,,,3,confidential,multi,critical,supabase/functions/stripe-webhook-handler/,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_INTEGRATION_PLANE.md,n,POL-DATA-ENGAGEMENT-FACT,2026-06-04,i93_p5b_bi_tranche,bi_tier=T8; engagement_stream=B; RPA_ADAPTER holistika_edge; I81 pattern
comp_i93_openclaw_akos,OpenClaw AKOS — control plane monorepo,repository,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,openclaw-akos,https://github.com/FraysaXII/openclaw-akos,internal,,event,,,,,,3,internal,multi,critical,scripts/release-gate.py,docs/ARCHITECTURE.md,n,POL-DATA-GIT-CSV-DEFAULT,2026-06-04,i93_p5b_bi_tranche,bi_tier=T9; runtime inventory; pairs comp_matriz_00004 FastAPI surface
comp_i93_semantic_layer,METRICS_REGISTRY — semantic layer,library,active,HLK Tech Lab,Data,Data Architect,DATAOPS,,System Owner,openclaw-akos,https://github.com/FraysaXII/openclaw-akos,internal,,n_a,comp_matriz_00008,,hol_data_dtp_contract_registry_mtnce_001,,,3,internal,multi,standard,scripts/validate_metrics_registry.py,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/SEMANTIC_LAYER.md,n,POL-DATA-MIRROR-OPERATIONAL,2026-06-04,i93_p5b_bi_tranche,bi_tier=T2; BI-HOL-SEMANTIC-METRICS
comp_i93_hlk_graph_mcp,HLK Graph MCP — agent graph BI,integration,experimental,HLK Tech Lab,Tech,AI Engineer,DEVOPS,,System Owner,openclaw-akos,https://github.com/FraysaXII/openclaw-akos,internal,,pull,comp_i93_neo4j,,,,,3,internal,multi,standard,scripts/hlk_graph_mcp_server.py,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-GIT-CSV-DEFAULT,2026-06-04,i93_p5b_bi_tranche,bi_tier=T5; BI-HOL-GRAPH-MCP
comp_i93_sentry,Sentry — reliability BI,observability,active,HLK Tech Lab,Tech,System Owner,DEVOPS,,System Owner,,,internal,,pull,,,,,,3,internal,multi,standard,,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-TELEMETRY-OBS,2026-06-04,i93_p5b_bi_tranche,reliability observability; matrix gap closed I93 P5b
comp_i93_analytics_buckets,Supabase Analytics Buckets — OLAP offload,saas,active,HLK Tech Lab,Marketing,Marketing Analytics Manager,DATAOPS,,System Owner,,,internal,,stream,comp_matriz_00008,,hol_data_dtp_production_readiness_001,,,3,internal,multi,standard,,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_PRODUCTION_READINESS_001.md,n,POL-DATA-MIRROR-OPERATIONAL,2026-06-04,i93_p5c_bi_tranche,bi_tier=T2; operator_production; BI-HOL-ANALYTICS-BUCKETS
comp_i93_google_analytics,Google Analytics 4 / Looker Studio,saas,active,HLK Tech Lab,Marketing,Marketing Analytics Manager,GTMOPS,,Reach Manager,,,partner,,pull,comp_matriz_00021,,,,,3,confidential,multi,standard,,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-ENGAGEMENT-FACT,2026-06-04,i93_p5c_bi_tranche,bi_tier=T8; BI-HOL-GOOGLE-ANALYTICS
comp_i93_meta_business,Meta Business Manager / Ads,saas,active,HLK Tech Lab,Marketing,Marketing Analytics Manager,GTMOPS,,Reach Manager,,,partner,,pull,,,,,,3,confidential,multi,standard,,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_BI_GOVERNANCE.md,n,POL-DATA-ENGAGEMENT-FACT,2026-06-04,i93_p5c_bi_tranche,bi_tier=T8; BI-HOL-META-ADS
