source_id,prong,topic_cluster,source_title_or_owner,url,format,source_category,source_level,holistika_reliability_score,external_perceived_credibility_score,control_confidence_level,decision_use,notes
SRC-INF-INT-001,BL-ADAPTER,data-mesh-products,REVOPS ADAPTER REGISTRY,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/REVOPS_ADAPTER_REGISTRY.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ADAPTER; holistika-corpint ingest
SRC-INF-INT-080,BL-OPS,revops-value-map,SOP REVOPS QBR 001,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-REVOPS_QBR_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-081,BL-OPS,revops-value-map,SOP REVOPS REGULATOR CHECKPOINT 001,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-REVOPS_REGULATOR_CHECKPOINT_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-082,BL-OPS,revops-value-map,COLLABORATOR MARKET RATE REFERENCE,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_MARKET_RATE_REFERENCE.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-083,BL-OPS,revops-value-map,COLLABORATOR RATE OVERRIDES,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/COLLABORATOR_RATE_OVERRIDES.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-084,BL-OPS,revops-value-map,ENGAGEMENT MODEL REGISTRY,docs/references/hlk/v3.0/Admin/O5-1/People/People Operations/canonicals/dimensions/ENGAGEMENT_MODEL_REGISTRY.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-085,BL-RESEARCH,infonomics-core,COUNTER INTELLIGENCE DISCIPLINE,docs/references/hlk/v3.0/Research/Intelligence/canonicals/COUNTER_INTELLIGENCE_DISCIPLINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-086,BL-RESEARCH,infonomics-core,INTELLIGENCE DISCIPLINE CHARTER,docs/references/hlk/v3.0/Research/Intelligence/canonicals/INTELLIGENCE_DISCIPLINE_CHARTER.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-087,BL-RESEARCH,infonomics-core,SOP IO COUNTERPARTY BASELINE ASSESSMENT 001,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_COUNTERPARTY_BASELINE_ASSESSMENT_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-088,BL-RESEARCH,infonomics-core,SOP IO INTELLIGENCE REPORT 001,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_INTELLIGENCE_REPORT_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-089,BL-ADAPTER,data-mesh-products,COMPONENT SERVICE MATRIX,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/techops/COMPONENT_SERVICE_MATRIX.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ADAPTER; holistika-corpint ingest
SRC-INF-INT-090,BL-DATA,dama-dmbok,SEMANTIC LAYER,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/SEMANTIC_LAYER.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-DATA; holistika-corpint ingest
SRC-INF-INT-091,BL-DATA,dama-dmbok,AREA BI PROFILE,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/AREA_BI_PROFILE.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-DATA; holistika-corpint ingest
SRC-INF-INT-092,BL-ENVOY,agentic-context-economics,AGENTIC FRAMEWORK LANDSCAPE,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/AGENTIC_FRAMEWORK_LANDSCAPE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-093,BL-ENVOY,agentic-context-economics,MADEIRA METHODOLOGY MODE,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/MADEIRA_METHODOLOGY_MODE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-094,BL-ENVOY,agentic-context-economics,MADEIRA MODE PARITY,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/MADEIRA_MODE_PARITY.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-095,BL-ENVOY,agentic-context-economics,MADEIRA TOOL CATALOG,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/MADEIRA_TOOL_CATALOG.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-096,BL-ENVOY,agentic-context-economics,SOP TECH AGENTIC INFRA 001,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/SOP-TECH_AGENTIC_INFRA_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-097,BL-ENVOY,agentic-context-economics,SOP TECH MADEIRA PERSISTENCE 001,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/SOP-TECH_MADEIRA_PERSISTENCE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-098,BL-ENVOY,agentic-context-economics,SOP TECH MADEIRA PERSONALITY 001,docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/canonicals/SOP-TECH_MADEIRA_PERSONALITY_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-099,BL-ENVOY,agentic-context-economics,MADEIRA PLATFORM,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/MADEIRA_PLATFORM.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-100,BL-ENVOY,agentic-context-economics,SOP MADEIRA SCENARIO LIFECYCLE 001,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-MADEIRA_SCENARIO_LIFECYCLE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ENVOY; holistika-corpint ingest
SRC-INF-INT-101,BL-FIN,finops-economics,FOUNDER CAPITALIZATION DECISION NOTE 2026 04,docs/references/hlk/v3.0/Admin/O5-1/Finance/Business Controller/canonicals/FOUNDER_CAPITALIZATION_DECISION_NOTE_2026-04.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-102,BL-FIN,finops-economics,FINOPS DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/Finance/Governance/canonicals/FINOPS_DISCIPLINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-103,BL-FIN,finops-economics,MARKETING LIFECYCLE TAXONOMY,docs/references/hlk/v3.0/Admin/O5-1/Marketing/canonicals/MARKETING_LIFECYCLE_TAXONOMY.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-104,BL-FIN,finops-economics,SOP RELEASE TAXONOMY 001,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-RELEASE_TAXONOMY_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-105,BL-INTEL,research-trust-economics,source ledger,docs/wip/intelligence/canonical-articulation-model-2026-06-05/source-ledger.csv,dataset,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-106,BL-INTEL,research-trust-economics,research synthesis madeira radar,docs/wip/intelligence/topic-madeira-research-radar/research-synthesis-madeira-radar.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-107,BL-OPS,revops-value-map,KM CHANNEL VALUE NARRATIVE,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/KM_CHANNEL_VALUE_NARRATIVE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-108,BL-OPS,revops-value-map,SOP OPS MIRROR EMIT TRIGGER 001,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-OPS_MIRROR_EMIT_TRIGGER_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-109,BL-OPS,revops-value-map,PRICING MODEL,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/PRICING_MODEL.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-110,BL-OPS,revops-value-map,STRATEGY DECISION LOG,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/STRATEGY_DECISION_LOG.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-111,BL-OPS,revops-value-map,UNIT ECONOMICS,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/business-strategy/UNIT_ECONOMICS.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-OPS; holistika-corpint ingest
SRC-INF-INT-112,BL-PEOPLE,area-maturity-bar,AREA GOVERNANCE DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/AREA_GOVERNANCE_DISCIPLINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-113,BL-PEOPLE,area-maturity-bar,HOLISTIKA AGENTIC DOCTRINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_AGENTIC_DOCTRINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-114,BL-PEOPLE,area-maturity-bar,HOLISTIKA QUALITY FABRIC,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/HOLISTIKA_QUALITY_FABRIC.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-115,BL-PEOPLE,area-maturity-bar,SOP PEOPLE AREA GOVERNANCE 001.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AREA_GOVERNANCE_001.addendum.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-116,BL-PEOPLE,area-maturity-bar,SOP PEOPLE AREA GOVERNANCE 001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AREA_GOVERNANCE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-117,BL-PEOPLE,area-maturity-bar,SOP PEOPLE UAT GOVERNANCE 001.addendum,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_UAT_GOVERNANCE_001.addendum.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-118,BL-PEOPLE,area-maturity-bar,SOP PEOPLE UAT GOVERNANCE 001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_UAT_GOVERNANCE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-119,BL-PEOPLE,area-maturity-bar,SOP PEOPLE UX RESEARCH 001,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_UX_RESEARCH_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-120,BL-PEOPLE,area-maturity-bar,UAT DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/UAT_DISCIPLINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-121,BL-RESEARCH,infonomics-core,RESEARCH ACTION DISCIPLINE,docs/references/hlk/v3.0/Research/Methodology/canonicals/RESEARCH_ACTION_DISCIPLINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-122,BL-RESEARCH,infonomics-core,RESEARCH RADAR DISCIPLINE,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/rules/akos-research-radar.mdc,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-123,BL-RESEARCH,infonomics-core,SOP RESEARCH ACTION 001,docs/references/hlk/v3.0/Research/Methodology/canonicals/SOP-RESEARCH_ACTION_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-124,BL-RESEARCH,infonomics-core,SOP RESEARCH RADAR 001,https://github.com/FraysaXII/openclaw-akos/blob/main/.cursor/skills/research-radar-craft/SKILL.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-125,BL-RESEARCH,infonomics-core,SOP RESEARCH SUBSTRATE AUDIT CADENCE 001,docs/references/hlk/v3.0/Research/Methodology/canonicals/SOP-RESEARCH_SUBSTRATE_AUDIT_CADENCE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-126,BL-RESEARCH,infonomics-core,SUBSTRATE LANDSCAPE DOCTRINE,docs/references/hlk/v3.0/Research/Methodology/canonicals/SUBSTRATE_LANDSCAPE_DOCTRINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-127,BL-DATA,dama-dmbok,ENTITY CATALOG,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/dimensions/ENTITY_CATALOG.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-DATA; holistika-corpint ingest
SRC-INF-INT-128,BL-DATA,dama-dmbok,DATAOPS DISCIPLINE,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATAOPS_DISCIPLINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-DATA; holistika-corpint ingest
SRC-INF-INT-129,BL-ETHICS,holistika-corpint,ETHICAL AUTOMATION POSTURE,docs/references/hlk/v3.0/Admin/O5-1/People/Ethics/canonicals/ETHICAL_AUTOMATION_POSTURE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ETHICS; holistika-corpint ingest
SRC-INF-INT-130,BL-FIN,finops-economics,SOP HLK FINOPS COUNTERPARTY REGISTER MAINTENANCE 001,docs/references/hlk/v3.0/Admin/O5-1/Finance/Business Controller/SOP-HLK_FINOPS_COUNTERPARTY_REGISTER_MAINTENANCE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-131,BL-INTEL,research-trust-economics,source ledger,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/source-ledger.csv,dataset,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-132,BL-INTEL,research-trust-economics,source ledger,docs/wip/intelligence/aic-madeira-experiential-uat-2026-06-11/source-ledger.csv,dataset,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-133,BL-INTEL,research-trust-economics,data governance ownership findings,docs/wip/intelligence/canonical-articulation-model-2026-06-05/data-governance-ownership-findings.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-134,BL-INTEL,research-trust-economics,data finance legal collapse map,docs/wip/intelligence/canonical-articulation-model-2026-06-05/l2-collapse-maps/data-finance-legal-collapse-map.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-135,BL-INTEL,research-trust-economics,process list issue inventory 2026 06 08,docs/wip/intelligence/canonical-articulation-model-2026-06-05/process-list-issue-inventory-2026-06-08.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-136,BL-INTEL,research-trust-economics,source ledger,docs/wip/intelligence/governed-operator-journey-ux-uat-2026-06-12/source-ledger.csv,dataset,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-137,BL-INTEL,research-trust-economics,source ledger,docs/wip/intelligence/infonomics-holistika-data-economics-2026-06-12/source-ledger.csv,dataset,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-138,BL-LEGAL,legal-ip-data,METHODOLOGY IP MINTING PATH,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/canonicals/METHODOLOGY_IP_MINTING_PATH.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-LEGAL; holistika-corpint ingest
SRC-INF-INT-139,BL-LEGAL,legal-ip-data,FOUNDER FACT PATTERN RELATED ENTITIES,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/canonicals/FOUNDER_FACT_PATTERN_RELATED_ENTITIES.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-LEGAL; holistika-corpint ingest
SRC-INF-INT-140,BL-LEGAL,legal-ip-data,TRADEMARK FILING STRATEGY 2026 05,docs/references/hlk/v3.0/Admin/O5-1/People/Legal/canonicals/TRADEMARK_FILING_STRATEGY_2026-05.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-LEGAL; holistika-corpint ingest
SRC-INF-INT-141,BL-PEOPLE,area-maturity-bar,LEARNING OPS BACKLOG,docs/references/hlk/v3.0/Admin/O5-1/People/Learning/canonicals/dimensions/LEARNING_OPS_BACKLOG.csv,dataset,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-PEOPLE; holistika-corpint ingest
SRC-INF-INT-142,BL-RESEARCH,infonomics-core,GOI POI STANCE DOCTRINE,docs/references/hlk/v3.0/Research/Intelligence/canonicals/GOI_POI_STANCE_DOCTRINE.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-143,BL-RESEARCH,infonomics-core,SOP IO ELICITATION DISCIPLINE 001,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_ELICITATION_DISCIPLINE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-144,BL-RESEARCH,infonomics-core,SOP IO RELIABILITY GRADING 001,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-IO_RELIABILITY_GRADING_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-145,BL-RESEARCH,infonomics-core,SOP REGULATOR RELATIONSHIP 001,docs/references/hlk/v3.0/Research/Intelligence/canonicals/SOP-REGULATOR_RELATIONSHIP_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-RESEARCH; holistika-corpint ingest
SRC-INF-INT-146,BL-TECH,holistika-corpint,advisor 4 slide.counterparty brief,docs/references/hlk/v3.0/_assets/advops/shared/decks/advisor-4-slide.counterparty-brief.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-147,BL-TECH,holistika-corpint,enisa 8 slide.counterparty brief,docs/references/hlk/v3.0/_assets/advops/shared/decks/enisa-8-slide.counterparty-brief.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-148,BL-TECH,holistika-corpint,investor 12 slide.counterparty brief,docs/references/hlk/v3.0/_assets/advops/shared/decks/investor-12-slide.counterparty-brief.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-149,BL-TECH,holistika-corpint,partner 6 slide.counterparty brief,docs/references/hlk/v3.0/_assets/advops/shared/decks/partner-6-slide.counterparty-brief.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-150,BL-TECH,holistika-corpint,recruiter 6 slide.counterparty brief,docs/references/hlk/v3.0/_assets/advops/shared/decks/recruiter-6-slide.counterparty-brief.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-151,BL-TECH,holistika-corpint,sales 8 slide.counterparty brief,docs/references/hlk/v3.0/_assets/advops/shared/decks/sales-8-slide.counterparty-brief.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-152,BL-TECH,holistika-corpint,ledger to vault ingest contract,docs/wip/planning/96-research-data-plane-and-research-center/ledger-to-vault-ingest-contract.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-TECH; holistika-corpint ingest
SRC-INF-INT-153,BL-ADAPTER,data-mesh-products,SOP HLK COMPONENT SERVICE MATRIX MAINTENANCE 001,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-HLK_COMPONENT_SERVICE_MATRIX_MAINTENANCE_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-ADAPTER; holistika-corpint ingest
SRC-INF-INT-154,BL-FIN,finops-economics,SOP FOUNDER COMPANY FUNDING 001,docs/references/hlk/v3.0/Admin/O5-1/Finance/Business Controller/canonicals/SOP-FOUNDER_COMPANY_FUNDING_001.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-155,BL-FIN,finops-economics,FINANCE AREA CHARTER,docs/references/hlk/v3.0/Admin/O5-1/Finance/canonicals/FINANCE_AREA_CHARTER.md,internal_canonical,CORPINT,5.2,5,5,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-FIN; holistika-corpint ingest
SRC-INF-INT-156,BL-INTEL,research-trust-economics,p13 0 canonical dig 2026 05 11,docs/wip/intelligence/2026-05-10-suez-webuy-procure-to-pay/checkpoints/p13-0-canonical-dig-2026-05-11.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-157,BL-INTEL,research-trust-economics,p13.0 canonical dig synthesis,docs/wip/intelligence/2026-05-10-suez-webuy-procure-to-pay/checkpoints/p13.0-canonical-dig-synthesis.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-158,BL-INTEL,research-trust-economics,aos branding forward charter,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/aos-branding-forward-charter.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-159,BL-INTEL,research-trust-economics,entity registry proposal 2026 05 29,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/entity-registry-proposal-2026-05-29.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-160,BL-INTEL,research-trust-economics,research action pack,docs/wip/intelligence/agentic-os-and-aic-taxonomy-2026-05-29/research-action-pack.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
SRC-INF-INT-161,BL-INTEL,research-trust-economics,source ledger prong ssot 2026 06 12,docs/wip/intelligence/governed-operator-journey-ux-uat-2026-06-12/source-ledger-prong-ssot-2026-06-12.md,internal_canonical,CORPINT,5.1,4,3,Safe,def-valuation,P2 vault/WIP sweep; prong=BL-INTEL; holistika-corpint ingest
