type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,time_hours_min,time_hours_max,description,instructions,addundum_extras,confidence,count_name,frequency,quality,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review,m3_sub_area,engagement_template_id,persona_id,cadence_type,min_rev_value_eur,par_rev_value_eur,max_rev_value_eur,inherited_pattern_id,sop_path,runbook_path
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List Deliverables,thi_opera_dtp_122,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Success,thi_opera_dtp_123,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,List Success Metrics,thi_opera_dtp_124,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Finance,CFO,Business Controller,Think Big Finance Architecture,thi_finan_prj_1,Financial Forecast,thi_finan_ws_1,Budget Scope,thi_finan_dtp_125,process,,,,,,,,,,,2026-05-14,Business Controller,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Finance,CFO,Business Controller,Think Big Finance Architecture,thi_finan_prj_1,Financial Forecast,thi_finan_ws_1,Pricing Definition,thi_finan_dtp_126,process,,,,,,,,,,,2026-05-14,Business Controller,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Stakeholders,thi_opera_dtp_127,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Project Budget,thi_opera_dtp_128,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Engage,thi_opera_ws_1,Define Project Scope,thi_opera_dtp_129,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/Engagement/SOP-ENG_ENGAGEMENT_DESIGN_001.md,scripts/scaffold_engagement.py
Internal,Employee,Think Big,People,People,People Operations Manager,Holistika People and Organisational Development,hol_peopl_prj_1,People Operations,hol_peopl_ws_2,Consult Hard-Skillers for Estimation,thi_peopl_dtp_131,process,,,,,,,,,,,2026-05-14,People Operations Manager,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Time Estimations,thi_opera_dtp_132,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Effort Estimations,thi_opera_dtp_133,task,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Budget Estimations,thi_opera_dtp_134,task,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Declare Min,thi_opera_dtp_135,task,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Declare Par,thi_opera_dtp_136,task,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,Operations,PMO,Think Big Operational Excellence,thi_opera_prj_1,Project Estimation,thi_opera_ws_2,Declare Max,thi_opera_dtp_137,task,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,PMO,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Identify Resistances,tbd_tbd_dtp_138,task,,,,,,,,,,,2026-05-22,PMO,D-IH-86-CL,v3.1,,,,,,,,,,
Internal,Employee,Holistika,People,CPO,Ethics Advisor,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,"Allies, Neutrals and Enemies: A comprehensive take on Ethics and Moral over an NPS and CORPINT framework",hol_peopl_dtp_139,process,,,,Doctrine/ethics posture artefact; Compliance-primary methodology placement retained until tree refactor per PEOPLE_COMPLIANCE_VS_ETHICS_BOUNDARY.md row Ethics doctrine.,,,,,,,2026-05-15,Ethics Advisor,D-IH-73-A,v3.1,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Arrowhead Strategy,hol_peopl_dtp_140,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Conceptualize,hol_peopl_dtp_141,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Place in Intelligence Matrix,hol_resea_dtp_142,process,,,,"The intelligence matrix is an analytical tool that allows for the classification of information based on various criteria such as its nature, source, security level, and intended use. It helps structure information and understand its context. By categorizing data, the matrix allows for the determination of the reliability and usefulness of each piece of information. This tool can be used in various fields to organize research, manage sensitive data, and facilitate decision-making. The intelligence matrix offers a methodical framework for processing information efficiently and securely","The Intelligence Matrix can be used in different ways, depending on your needs. Here is an example method Searching for information on a theme External analysis of this information Analysis using the information matrix Structured understanding of the information Classifying the information",,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Classify Intel,hol_resea_dtp_143,task,,,,,,,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Output 1,hol_resea_dtp_144,task,,,,,,,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Output 2,hol_resea_dtp_145,task,,,,,,,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Output 3,hol_resea_dtp_146,task,,,,,,,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,4th Wall Phases,hol_peopl_dtp_147,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Program Management,hol_opera_dtp_148,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-INITIATIVE_PROCESS_HARMONISATION_001.md,scripts/validate_initiative_registry.py
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Scenario Management,hol_opera_dtp_149,process,,,,Scenario management is a proactive method which involves exploring different future hypotheses in a given field. It enables potential challenges to be anticipated and appropriate solutions to be developed. The use of an intelligence matrix facilitates the classification and analysis of relevant information for each scenario.,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Intelligence Matrix Operations,hol_resea_ws_2,Generational Filter,hol_resea_dtp_150,process,,,,"The generational filter is an analytical process that dissects the perceptions, behaviors, and forecasts of different generations. It combines digital and social research to understand the nuances of each generation, identify their values and motivations, and anticipate their trends and impacts. This process helps with strategic decision-making, particularly for administrator and decision-maker it allows for anticipating changes and adapting to future developments. However, it is important to note its limitations: risk of stereotypes, need for regular updates, influence of context, difficulty of long-term forecasting, and dependence on data quality.","Define the research question : Before starting the research, clearly define the research question and the objectives I want to achieve. Collect data : Use the generational filter to collect data specific to each generation. You could use different data sources, such as surveys, interviews, focus groups, online content analysis, Make sure to collect data representative of each generation. Analyze the info : Use qualitative and quantitative analysis methods to analyze the collected data. The generational filter would allow me to compare the responses and behaviors of different generations and identify significant trends and differences. Interpret the results : Interpret the research results taking into account the specificities of each generation. D'ont abuse generalizations and nuance my conclusions according to the context. Diffuse the results sing the generational filter in a rigorous and methodical way, I could conduct in-depth research and produce relevant and useful results.",,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Stakeholder and Communications,thi_opera_ws_3,Stakeholder management,hol_opera_dtp_151,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,ROD/Scrum meeting,hol_opera_dtp_152,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Operations,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Think Big Operational Excellence,thi_opera_prj_1,Regression Process Execution,hol_opera_dtp_153,process,,,,,,,,,,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Holistika Research and Methodology,hol_resea_prj_1,Deep Research,hol_resea_ws_4,Intelligence Assessment,hol_resea_dtp_154,process,,,,,,,,,,,2026-05-14,Holistik Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Tech Lead,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,"Continuous Improvement, Continuous Development",env_tech_dtp_155,process,,,,,,,,,,,2026-05-14,Tech Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Tech Lead,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,IT Catalog,env_tech_dtp_156,process,,,,Holistika IT component and service inventory anchor; child env_tech_dtp_313 maintains COMPONENT_SERVICE_MATRIX.csv.,,,,,,,2026-05-14,Tech Lead,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Output 1 Framework Design,hol_peopl_dtp_158,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Tale to Morale to Analogy,hol_peopl_dtp_159,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,People,People,Compliance,Holistika People and Organisational Development,hol_peopl_prj_1,Compliance Methodology,hol_peopl_ws_1,Root Cause Analysis,hol_peopl_dtp_160,process,,,,,,,,,,,2026-05-14,Compliance,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Lead Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,Research Dos & Dont's for a given process,hol_resea_dtp_161,process,,,,,,,,,,,2026-05-14,Lead Researcher,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Generational Filter,hol_resea_dtp_150,Generational Filter (execution task),hol__dtp_162,task,,,,,,,,,,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Architect,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,SOP Lifecycle Management,hol_ops_slm_2,SOP Documentation,hol_ops_sd_5,process,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Architect,PMO,SOP Lifecycle Management,hol_ops_slm_2,SOP Documentation,hol_ops_sd_5,SOP-META_PROCESS_MGMT_001,SOP-META_PROCESS_MGMT_001,task,,,,Standard Operating Procedure for Process Definition and Management,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,Data Architect,Data Engineer,HLK Data Governance,thi_data_prj_1,SOP Documentation,hol_ops_sd_5,SOP-GRAPHDB_NEO4J_001,SOP-GRAPHDB_NEO4J_001,task,,,,Neo4j and Cypher Standard Operating Procedure,,,3,1,high,3,2026-05-14,Data Engineer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Process Owner,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,SOP Lifecycle Management,hol_ops_slm_2,Process Identification & Scoping,hol_ops_pis_3,process,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-PMO_PROCESS_LIST_CSV_MAINTENANCE_001.md,scripts/validate_hlk.py
Internal,Employee,Holistika,Operations,Data Architect,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,SOP Lifecycle Management,hol_ops_slm_2,Process Decomposition & Modeling,hol_ops_pdm_4,process,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Engineer,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,SOP Lifecycle Management,hol_ops_slm_2,Process Data Ingestion & Update,hol_ops_pdiu_6,process,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Engineer,PMO,SOP Lifecycle Management,hol_ops_slm_2,Process Data Ingestion & Update,hol_ops_pdiu_6,Update process_list_1.csv,hol_ops_upl_7,task,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Engineer,PMO,SOP Lifecycle Management,hol_ops_slm_2,Process Data Ingestion & Update,hol_ops_pdiu_6,Execute Cypher Update Script,hol_ops_ecs_8,task,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Architect,PMO,,,,,Holistika Process Governance Framework,hol_ops_pgf_1,project,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Operations,Data Architect,PMO,Holistika Process Governance Framework,hol_ops_pgf_1,Holistika Process Governance Framework,hol_ops_pgf_1,SOP Lifecycle Management,hol_ops_slm_2,workstream,,,,,,,3,1,high,3,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Think Big Operational Excellence,thi_opera_prj_1,Product Management Lifecycle,thi_opera_dtp_200,workstream,,,,End-to-end product management from vision and PRD through MVP acceptance to phased roadmap execution. Includes dependency and risk registers.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Product Management Lifecycle,thi_opera_dtp_200,Product Requirements Definition,thi_opera_dtp_201,process,,,,Define problem statement. vision. modular PRD sections. success metrics. MVP acceptance criteria. and phased post-MVP roadmap.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-INITIATIVE_GOVERNANCE_001.md,scripts/validate_initiative_registry.py
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Product Requirements Definition,thi_opera_dtp_201,MVP Definition of Done,thi_opera_dtp_202,task,,,,Explicit sign-off checklist for MVP readiness including functional. UX. performance. and compliance gates.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Finance,CFO,Business Controller,Think Big Operational Excellence,thi_opera_prj_1,Product Management Lifecycle,thi_opera_dtp_200,Subscription Pricing Strategy,thi_finan_dtp_203,process,,,,Define pricing tiers (trial. starter. growth. pro. plus. consultant). competitive benchmark rationale. and revenue-split model for partnerships.,,3,1,medium,3,,2026-05-14,Business Controller,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,CMO,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,workstream,,,,Phased launch from closed beta through community soft launch to content-led growth and paid acquisition after PMF.,,3,1,high,3,,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,App Store Listing and ASO,thi_mkt_dtp_211,process,,,,App Store Optimization: listing copy. screenshots. keyword strategy. review acquisition tactics. migration narrative from deprecated platforms.,,3,1,medium,3,,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,Content Calendar and Template Library,thi_mkt_dtp_212,process,,,,Dual-track content engine: how-to tutorials and strategy videos. PDFs/playbooks. onboarding email sequences. template library maintenance.,,3,1,medium,3,,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,Resonance Manager,Resonance Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,Community and Ambassador Program,thi_mkt_dtp_213,process,,,,Community/school launch. ambassador/referral tiers. partner distribution. Trendtrack/Foreplay-informed acquisition lists.,,3,1,medium,3,,2026-05-15,Resonance Manager,D-IH-72-AN,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,PMO,Project Manager,Think Big Operational Excellence,thi_opera_prj_1,Product Management Lifecycle,thi_opera_dtp_200,Phased Delivery Plan and Critical Path,thi_opera_dtp_220,process,,,,Define project phases (feasibility through ongoing growth). critical path dependencies. external deadlines. weekly sync and monthly review cadence.,,3,1,high,3,,2026-05-14,Project Manager,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/SOP-INITIATIVE_GOVERNANCE_001.md,scripts/validate_initiative_registry.py
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Phased Delivery Plan and Critical Path,thi_opera_dtp_220,Feasibility GO/NO-GO Gate,thi_opera_dtp_221,task,,,,Week-1 feasibility assessment including API constraints. platform limitations. and partner alignment confirmation.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Phased Delivery Plan and Critical Path,thi_opera_dtp_220,Beta Exit Criteria and Sign-Off,thi_opera_dtp_222,task,,,,Define and evaluate beta exit criteria: user feedback thresholds. bug severity limits. performance budgets. and partner approval.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,PMO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Phased Delivery Plan and Critical Path,thi_opera_dtp_220,Communication Cadence,thi_opera_dtp_223,task,,,,Standup. weekly sync. monthly review. and decision log maintenance across tri-party governance.,,3,1,medium,3,,2026-05-14,PMO,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Holistika,Research,Holistik Researcher,Intelligence Analyst,Holistika Research and Methodology,hol_resea_prj_1,Research Techniques,hol_resea_ws_5,Competitive Intelligence and Positioning,hol_resea_dtp_230,process,,,,Structured competitor profiling: feature matrix maintenance. pricing vulnerability analysis. gap/threat positioning. time-bound opportunity tracking.,,2,1,high,3,,2026-05-14,Intelligence Analyst,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,Battlecards and Messaging Matrix,thi_mkt_dtp_231,task,,,,Translate competitive matrix into sales battlecards. positioning statements. and differentiation messaging.,,3,1,medium,3,,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,System Owner,HLK Infrastructure and DevOPS,env_tech_prj_4,HLK Infrastructure and DevOPS,env_tech_prj_4,Platform Architecture Lifecycle,env_tech_dtp_240,workstream,,,,Embedded app architecture. extension lifecycle. OAuth/session token compliance. API design and constraint management.,,2,1,high,3,,2026-05-14,System Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,DevOPS,HLK Infrastructure and DevOPS,env_tech_prj_4,Platform Architecture Lifecycle,env_tech_dtp_240,Storefront Extension and Performance Budget,env_tech_dtp_242,process,,,,Theme App Extension design. Lighthouse performance gate. storefront JavaScript budget. AJAX Cart API integration.,,2,1,medium,3,,2026-05-14,DevOPS,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,System Owner,HLK Infrastructure and DevOPS,env_tech_prj_4,Platform Architecture Lifecycle,env_tech_dtp_240,Event Taxonomy and Analytics Pipeline,env_tech_dtp_243,process,,,,GTM dataLayer event taxonomy. analytics pipeline design. Tape/correlation tracking. i18n considerations.,,2,1,medium,3,,2026-05-14,System Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,System Owner,HLK Infrastructure and DevOPS,env_tech_prj_4,Platform Architecture Lifecycle,env_tech_dtp_240,Feasibility Gate Checklist,env_tech_dtp_244,task,,,,Week-1 technical feasibility checklist: API access. sandbox validation. dependency audit. environment provisioning.,For third-party API evidence discipline see env_tech_dtp_312.,,2,1,high,3,2026-05-14,System Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Product Management Lifecycle,thi_opera_dtp_200,Benchmark UX Review and Gap Register,thi_opera_dtp_250,process,,,,Structured competitor benchmark session. IEU scoring (Impact x Urgency / Effort). categorized gap register. priority stack rank.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,docs/references/hlk/v3.0/Admin/O5-1/Operations/PMO/canonicals/SOP-PMO_OPERATIONAL_COHESION_INDEX_RENDER_001.md,scripts/render_operational_cohesion_index.py
Internal,Employee,Think Big,Operations,PMO,Product Owner,Think Big Operational Excellence,thi_opera_prj_1,Benchmark UX Review and Gap Register,thi_opera_dtp_250,IEU Prioritization Ritual,thi_opera_dtp_251,task,,,,Apply Impact x Urgency / Effort scoring to gap register items. produce remediation wave plan. track wiring defects separately.,,3,1,high,3,,2026-05-14,Product Owner,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,CTO,DevOPS,Think Big Operational Excellence,thi_opera_prj_1,Benchmark UX Review and Gap Register,thi_opera_dtp_250,Trust Defect Remediation Wave,env_tech_dtp_253,process,,,,Identify and fix wiring defects where stored configuration does not apply on the user-facing surface. Treat as high-severity trust issues.,,2,1,high,3,,2026-05-14,DevOPS,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,Think Big,MKT,Brand & Narrative Manager,Brand & Narrative Manager,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Go-To-Market Strategy,thi_mkt_dtp_210,Migration Guide and Launch Content Pack,thi_mkt_dtp_254,task,,,,Produce migration narrative. tutorial assets. listing copy. and launch announcement content for deprecated-platform users.,,3,1,medium,3,,2026-05-15,Brand & Narrative Manager,D-IH-72-AO,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,System Owner,Back-End Developer,KiRBe Platform,env_tech_prj_2,KiRBe Platform,env_tech_prj_2,KiRBe Multi-Source Connector Setup,env_tech_dtp_255,workstream,,,,OAuth/credential setup and API configuration for ingestion connectors (Drive. web. YouTube. database). Per CONNECTOR_SETUP_GUIDE.,,2,1,medium,3,,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
Internal,Employee,HLK Tech Lab,Tech,Tech Lead,Back-End Developer,KiRBe Platform,env_tech_prj_2,KiRBe Multi-Source Connector Setup,env_tech_dtp_255,KiRBe Canonical Ingestion Envelope,env_tech_dtp_256,process,,,,Deterministic provenance. idempotent documents. CQS ingestion vs retrieval. Two-phase ingestion per kirbe_soc_refactor_blueprint.,,2,1,high,3,,2026-05-14,Back-End Developer,D-IH-71-CLOSURE,v3.0,,,,,,,,,,
