canonical_id,name,owning_area,owning_role,file_path,artifact_type,supabase_schema,mirror_table,view_name,panel_slot,classification,confidentiality,last_review,validator,status,notes
sop_external_repo_drift_remediation_001,SOP External Repo Drift Remediation 001,Tech,System Owner (Envoy Tech Lab),docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/External Repos/SOP-EXTERNAL_REPO_DRIFT_REMEDIATION_001.md,sop,tech_envoy_lab,,,,way_of_working,internal,2026-05-12,,active,Already at Admin/O5-1/Envoy Tech Lab/; no migration; registered for completeness.
sop_cross_repo_schema_propagation_001,SOP Cross Repo Schema Propagation 001,Tech,System Owner (Envoy Tech Lab),docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/Cross Repo/SOP-CROSS_REPO_SCHEMA_PROPAGATION_001.md,sop,tech_envoy_lab,,,,way_of_working,internal,2026-05-12,,active,Already at Admin/O5-1/Envoy Tech Lab/; no migration; registered for completeness.
sentry_dashboard_holistika,Sentry Dashboard Holistika,Tech,System Owner (Envoy Tech Lab),docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/Repositories/SENTRY_DASHBOARD_HOLISTIKA.md,md,tech_envoy_lab,,,,way_of_working,internal,2026-05-12,validate_sentry_release_format.py,active,Per D-IH-70-B Option B: migrates from top-level Envoy Tech Lab/ to Admin/O5-1/Envoy Tech Lab/ at wave 3.
figma_files_registry,Figma Files Registry,Tech,System Owner (Envoy Tech Lab),docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/Repositories/FIGMA_FILES_REGISTRY.md,md,tech_envoy_lab,,,,fact,internal,2026-05-12,,active,Per D-IH-70-B Option B: migrates from top-level Envoy Tech Lab/ to Admin/O5-1/Envoy Tech Lab/ at wave 3.
subdomains_registry,Subdomains Registry,Tech,System Owner (Envoy Tech Lab),docs/references/hlk/v3.0/Admin/O5-1/Envoy Tech Lab/Repositories/SUBDOMAINS_REGISTRY.md,md,tech_envoy_lab,,,,fact,internal,2026-05-12,validate_subdomains_registry.py,active,Per D-IH-70-B Option B: migrates from top-level Envoy Tech Lab/ to Admin/O5-1/Envoy Tech Lab/ at wave 3.
founder_capitalization_decision_note_2026_04,Founder Capitalization Decision Note 2026-04,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Business Controller/canonicals/FOUNDER_CAPITALIZATION_DECISION_NOTE_2026-04.md,md,finance_business_controller,,,,fact,confidential,2026-05-12,,active,
sop_founder_company_funding_001,SOP Founder Company Funding 001,Finance,Business Controller,docs/references/hlk/v3.0/Admin/O5-1/Finance/Business Controller/canonicals/SOP-FOUNDER_COMPANY_FUNDING_001.md,sop,finance_business_controller,,,,way_of_working,confidential,2026-05-12,,active,
brand_discipline_ontology,Brand Discipline Ontology,Marketing,Brand,,md,marketing_brand,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P5.
brand_av_charter,Brand AV Charter,Marketing,Brand/AV,,charter,marketing_av,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P5.
brand_copywriting_discipline,Brand Copywriting Discipline (Impeccable for Copy),Marketing,Brand/Copywriter,,discipline,marketing_copywriter,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P5.
brand_design_charter,Brand Design Charter,Marketing,Brand/Design,,charter,marketing_design,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P5.
brand_ux_designer_charter,Brand UX-Designer Charter,Marketing,Brand/UX Designer,,charter,marketing_ux_designer,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P5.
brand_gantt_discipline,Brand Gantt Discipline,Marketing,Brand/UX Designer,,discipline,marketing_ux_designer,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P6.
brand_multilingual_contract,Brand Multilingual Contract,Marketing,Brand,,md,marketing_brand,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P7.
brand_counterparty_readme_contract,Brand Counterparty README Contract,Marketing,Brand,,md,marketing_brand,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P7.
engagement_registry,Engagement Registry,Operations,PMO,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/ENGAGEMENT_REGISTRY.csv,csv,compliance,engagement_registry_mirror,engagement_registry_view,op_pmo_engagements,fact;source,internal,2026-05-13,validate_canonical_registry.py,active,I70 P8.1 — 6 seed rows; 9-class enum (extends per §8.17 GOI hunt); compliance.engagement_registry_mirror + governance.engagement_registry_view + archived audit view.
service_catalog,Service Catalog (SMO),Operations,SMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/SERVICE_CATALOG.csv,csv,operations_smo,,,,fact,internal,2026-06-09,validate_service_catalog.py,active,I70 P8 + P95-GOV-4 validator mint; git-only SSOT per D-IH-95-B.
sop_service_mgmt_001,SOP Service Management 001 (SMO),Operations,SMO,,md,operations_smo,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P8.
sla_matrix,SLA Matrix (SMO),Operations,SMO,,md,operations_smo,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P8.
hlk_erp_architecture,HLK ERP Architecture,Operations,PMO,,md,operations_pmo,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P4.6.
research_area_charter,Research Area Charter,Research,Research Director,,charter,research_research_director,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P4.7.
founder_methodology_versioning,Founder Methodology Versioning v0 to v3.0,People,Founder,,md,people_founder,,,,way_of_working;selling_point,internal,2026-05-12,,proposed,Future-reserved; authored at P9.
logic_change_log,Logic Change Log,People,Founder,,md,people_founder,,,,fact,internal,2026-05-12,,proposed,Future-reserved; authored at P9.
founder_corpus_inventory,Founder Corpus Inventory,People,Founder,,md,people_founder,,,,fact,internal,2026-05-12,,proposed,Future-reserved; authored at P9.
ethical_automation_posture,Ethical Automation Posture,People,Ethics,,md,people_ethics,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at P9.
sop_wip_lifecycle_001,SOP WIP Lifecycle 001,Operations,PMO,,md,operations_pmo,,,,way_of_working,internal,2026-05-12,,proposed,Future-reserved; authored at I71.
madeira_akos_status,MADEIRA-AKOS Reserved Folder STATUS,Tech,System Owner,,md,tech_system_owner,,,,way_of_working;active_research_radar,internal,2026-05-12,,proposed,Future-reserved; authored at P4.8.
sop_release_taxonomy_001,SOP Release Taxonomy 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-RELEASE_TAXONOMY_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-05-14,,active,I71 P3 — codifies three release lanes (methodology / vault folder / SemVer+tag) per D-IH-71-D + customer-invisible versioning posture per D-IH-71-P; release-policy SSOT pointed to from CHANGELOG.md policy header.
engagement_template_registry,Engagement Template Registry,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/ENGAGEMENT_TEMPLATE_REGISTRY.csv,csv,operations_revops,compliance.engagement_template_registry_mirror,,op_revops_engagement_templates,fact;source,internal,2026-05-14,validate_engagement_template_registry.py,active,Initiative 72 P2 sibling canonical (D-IH-72-F: NOT column-extension on ENGAGEMENT_REGISTRY); path migrated to Operations/RevOps/canonicals/dimensions/ per D-IH-72-Y Round 7; 6 seed rows scaffolding 5 engagement classes; promotion to active gated on SOP-ENGAGEMENT_TEMPLATE_PROMOTION_001.md (P3 deliverable).
intelligenceops_register,IntelligenceOps Register,Research,Intelligence,docs/references/hlk/v3.0/Admin/O5-1/Research/Intelligence/canonicals/dimensions/INTELLIGENCEOPS_REGISTER.csv,csv,research_intelligence,compliance.intelligenceops_register_mirror,,op_intelligenceops_register,fact;source,internal,2026-05-14,validate_intelligenceops_register.py,active,Initiative 72 P6 sibling canonical (D-IH-72-H: NOT GOI_POI col-extension); 4 seed rows scaffolding 4 target_class enum values per D-IH-70-AC + D-IH-72-I/J/K. Operational contract for systematic intelligence collection (cadence + source type + reliability per HUMINT FM 2-22.3 + output artifact + responsible role). Cross-link to GOI_POI_REGISTER (identity-side) + paired SOPs SOP-REGULATOR_RELATIONSHIP_001.md (Research/Intelligence/canonicals/) + SOP-MEDIA_ONBOARDING_001.md (Marketing/Brand/canonicals/) per akos-executable-process-catalog.mdc Rule 1.
crm_adapter_registry,CRM Adapter Registry,Marketing,Reach,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/CRM_ADAPTER_REGISTRY.csv,csv,marketing_reach,compliance.crm_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-O Normalized Adapter Pattern + Truto/Unified.to/Apideck consensus 2026); 11 vendor rows (1 active first_party_internal SSOT + 7 inactive + 2 planned + 1 experimental); paired SOP SOP-CRM_INTEGRATION_001.md per akos-executable-process-catalog.mdc Rule 1.
revops_adapter_registry,RevOps Adapter Registry,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/REVOPS_ADAPTER_REGISTRY.csv,csv,operations_revops,compliance.revops_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-O + D-IH-72-T cross-area handoff bridges); 4 active rows (finops_bridge + people_engagement_handoff + legal_template_fire + madeira_revops_handoff); paired SOPs at Operations/RevOps/canonicals/.
email_adapter_registry,Email Adapter Registry,Marketing,Reach,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/EMAIL_ADAPTER_REGISTRY.csv,csv,marketing_reach,compliance.email_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-T MarTech adapter breadth); 1 active first_party_internal + 1 inactive + 1 planned.
attribution_adapter_registry,Attribution Adapter Registry,Marketing,Experimentation,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Experimentation/canonicals/dimensions/ATTRIBUTION_ADAPTER_REGISTRY.csv,csv,marketing_experimentation,compliance.attribution_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-T MarTech adapter breadth); 1 active + 1 inactive + 1 planned. Owned by Marketing/Experimentation per Round 7 5-sub-area redesign.
billing_adapter_registry,Billing Adapter Registry,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/dimensions/BILLING_ADAPTER_REGISTRY.csv,csv,operations_revops,compliance.billing_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-T MarTech adapter breadth); 1 active (Stripe per I18 finops anchor) + 1 inactive + 1 planned.
communication_adapter_registry,Communication Adapter Registry,Marketing,Reach,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/COMMUNICATION_ADAPTER_REGISTRY.csv,csv,marketing_reach,compliance.communication_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-T MarTech adapter breadth); 1 active first_party_internal + 1 inactive (Slack/Teams candidates).
scheduling_adapter_registry,Scheduling Adapter Registry,Marketing,Reach,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/dimensions/SCHEDULING_ADAPTER_REGISTRY.csv,csv,marketing_reach,compliance.scheduling_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-T MarTech adapter breadth); 0 active + 2 inactive + 1 planned (Calendly/Cal.com candidates; Holistika does not currently use scheduling automation).
contract_adapter_registry,Contract Adapter Registry,Operations,SMO,docs/references/hlk/v3.0/Admin/O5-1/Operations/SMO/canonicals/dimensions/CONTRACT_ADAPTER_REGISTRY.csv,csv,operations_smo,compliance.contract_adapter_registry_mirror,,,fact,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 sibling canonical (D-IH-72-T MarTech adapter breadth); 1 active first_party_internal (holistika_contracts seed) + 1 inactive + 1 planned (DocuSign/PandaDoc candidates). Owned by Operations/SMO (contract operations chain).
sop_finops_bridge_001,SOP FINOPS Bridge 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-FINOPS_BRIDGE_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 paired SOP for REVOPS_ADAPTER_REGISTRY finops_bridge row (engagement signing -> FINOPS counterparty bridge) per akos-executable-process-catalog.mdc Rule 1.
sop_people_engagement_handoff_001,SOP People Engagement Handoff 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-PEOPLE_ENGAGEMENT_HANDOFF_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 paired SOP for REVOPS_ADAPTER_REGISTRY people_engagement_handoff row per akos-executable-process-catalog.mdc Rule 1.
sop_legal_template_fire_001,SOP Legal Template Fire 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-LEGAL_TEMPLATE_FIRE_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 paired SOP for REVOPS_ADAPTER_REGISTRY legal_template_fire row (engagement scope-locked -> NDA/MSA/SOW templates per I66 P3) per akos-executable-process-catalog.mdc Rule 1.
sop_madeira_revops_handoff_001,SOP MADEIRA RevOps Handoff 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-MADEIRA_REVOPS_HANDOFF_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 paired SOP for REVOPS_ADAPTER_REGISTRY madeira_revops_handoff row (RevOps catalog -> MADEIRA workflow execution via revops_dispatch.py) per akos-executable-process-catalog.mdc Rule 1.
sop_crm_integration_001,SOP CRM Integration 001,Marketing,Reach,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Reach/canonicals/SOP-CRM_INTEGRATION_001.md,sop,marketing_reach,,,,way_of_working,internal,2026-05-14,validate_adapter_registries.py,active,Initiative 72 P9 paired SOP for CRM_ADAPTER_REGISTRY (Normalized Adapter Pattern integration discipline) per akos-executable-process-catalog.mdc Rule 1.
sop_research_engagement_trigger_001,SOP Research Engagement Trigger 001,Research,Intelligence,docs/references/hlk/v3.0/Admin/O5-1/Research/Intelligence/canonicals/SOP-RESEARCH_ENGAGEMENT_TRIGGER_001.md,sop,research_intelligence,,,,way_of_working,internal,2026-05-14,validate_intelligenceops_register.py,active,Initiative 72 P9 cross-area handoff SOP (engagement signed -> Research/Intelligence collection trigger updating INTELLIGENCEOPS_REGISTER cadences) per akos-executable-process-catalog.mdc Rule 1 + D-IH-72-T.
sop_revenue_rollup_001,SOP Revenue Rollup 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-REVENUE_ROLLUP_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-15,validate_process_list_pairing.py,active,Initiative 72 R-B regression-amend SOP backfill paired with REVOPS_PROCESS_CATALOG.yaml revenue_rollup entry per akos-executable-process-catalog.mdc Rule 1. Per D-IH-72-AK.
sop_persona_audit_001,SOP Persona Audit 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-PERSONA_AUDIT_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-15,validate_process_list_pairing.py,active,Initiative 72 R-B regression-amend SOP backfill paired with REVOPS_PROCESS_CATALOG.yaml persona_audit entry per akos-executable-process-catalog.mdc Rule 1. Operates on Marketing-area PERSONA_REGISTRY.csv. Per D-IH-72-AK.
sop_engagement_scaffolding_001,SOP Engagement Scaffolding 001,Operations,RevOps,docs/references/hlk/v3.0/Admin/O5-1/Operations/RevOps/canonicals/SOP-ENGAGEMENT_SCAFFOLDING_001.md,sop,operations_revops,,,,way_of_working,internal,2026-05-15,validate_process_list_pairing.py,active,Initiative 72 R-B regression-amend SOP backfill paired with REVOPS_PROCESS_CATALOG.yaml engagement_scaffold entry + scripts/scaffold_engagement.py runbook per akos-executable-process-catalog.mdc Rule 1. Per D-IH-72-AK + D-IH-72-P (RPA scaffolder).
impeccable_bridge_baseline_reality,Impeccable Bridge - BASELINE_REALITY,Tech,System Owner,BASELINE_REALITY.md,md,,,,,way_of_working,internal,2026-05-16,validate_impeccable_bridge_drift.py,active,Initiative 77 P1 — workspace-root bridge consumer for Impeccable Style v3.1+ multi-audience setup gate per SOP-HLK_TOOLING_STANDARDS_001.md §3.7. Thin redirect to canonical SSOT BRAND_BASELINE_REALITY_MATRIX.md (row above); NOT a canonical itself. Drift gate validate_impeccable_bridge_drift.py minted at I77 P2.
rendering_pipeline_registry,Rendering Pipeline Registry,Tech,System Owner,docs/references/hlk/v3.0/Envoy Tech Lab/canonicals/dimensions/RENDERING_PIPELINE_REGISTRY.csv,csv,envoy_tech_lab,,,op_rendering_pipeline_registry,fact,internal,2026-05-16,validate_rendering_pipeline_registry.py,active,Initiative 77 P4.C canonical (D-IH-77-I: visual UAT rendering discipline + orphan-rendering-pipeline governance discovery). 18 seed rows catalogue document-rendering pipelines (Impeccable bridges + deck-HTML + dossier-PDF + PMO-hub + KM-diagrams + Figma + ERP-sibling + touchpoint-kit + cover-emails + visual UAT render). Pydantic chassis akos/hlk_rendering_pipeline_csv.py. Paired SOP at SOP-RENDERING_PIPELINE_GOVERNANCE_001.md. Paired runbook scripts/list_rendering_pipelines.py per akos-executable-process-catalog.mdc Rule 1. 20 governance tests in tests/test_rendering_pipeline_registry.py.
sop_rendering_pipeline_governance_001,SOP Rendering Pipeline Governance 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-RENDERING_PIPELINE_GOVERNANCE_001.md,sop,envoy_tech_lab,,,,way_of_working,internal,2026-05-16,validate_rendering_pipeline_registry.py,active,Initiative 77 P4.C paired SOP for RENDERING_PIPELINE_REGISTRY.csv (D-IH-77-I + akos-executable-process-catalog.mdc Rule 1 SOP+runbook pairing). Codifies governance ladder (orphan -> partial -> governed) + cadence taxonomy (on_demand / scheduled / event_triggered / gated_operator) + per-row review cycle.
audience_registry,Audience Registry,Marketing,Brand,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/AUDIENCE_REGISTRY.csv,csv,people_compliance,compliance.audience_registry_mirror,,,fact,internal,2026-05-16,validate_audience_registry.py,active,Initiative 85 P1 canonical (D-IH-85-A narrow FK index + D-IH-85-B YAML list multi-audience encoding). 8 seed rows for J-* audience codes (J-IN J-CU J-PT J-ENISA J-AD J-RC J-CO J-OP). Pydantic chassis akos/hlk_audience_csv.py. Paired SOP SOP-AUDIENCE_TAG_GOVERNANCE_001.md at status review (promotes to active at I85 P4). Paired runbook scripts/audience_tag_assets.py minted at I85 P2. BRAND_BASELINE_REALITY_MATRIX.md remains SSOT for deep audience content (bridge framing + objection patterns + first-doubt triggers); this CSV is the FK index only.
sop_audience_tag_governance_001,SOP Audience Tag Governance 001,Marketing,Brand,docs/references/hlk/v3.0/Admin/O5-1/Marketing/Brand/canonicals/SOP-AUDIENCE_TAG_GOVERNANCE_001.md,sop,marketing_brand,,,,way_of_working,internal,2026-05-16,validate_audience_registry.py,review,Initiative 85 P1 paired SOP for AUDIENCE_REGISTRY.csv (D-IH-85-A + akos-executable-process-catalog.mdc Rule 1 SOP+runbook pairing). Governance for mint / modify / migrate flows. Status review at P1; promotes to active at I85 P4 closure (per SOP §8 promotion gates: P2 runbook exists + P3 matrix update + process_list.csv tranche + validate_hlk PASS + operator approval).
area_governance_discipline,Area Governance Discipline,People,CPO,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/AREA_GOVERNANCE_DISCIPLINE.md,md,people_compliance,,,,way_of_working,internal,2026-06-04,validate_area_completeness.py,active,I93 P0 17th Quality Fabric specialty (compose_AREA; 14-component bar). Ratified D-IH-93-B. Charter status at mint.
sop_people_area_governance_001,SOP People Area Governance 001,People,CPO,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_AREA_GOVERNANCE_001.md,sop,people_compliance,,,,way_of_working,internal,2026-06-04,validate_area_completeness.py,active,Paired SOP+addendum for AREA_GOVERNANCE_DISCIPLINE per pattern_sop_addendum_split. Process row hol_peopl_dtp_area_governance_001. D-IH-93-B.
pattern_area_buildout,Pattern Area Buildout,People,CPO,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PEOPLE_DESIGN_PATTERN_REGISTRY.csv,csv,people_compliance,,,,way_of_working,internal,2026-06-04,validate_design_pattern_registry.py,active,PEOPLE_DESIGN_PATTERN_REGISTRY row pattern_area_buildout (pattern_class area_governance). FK to AREA_GOVERNANCE_DISCIPLINE.md. D-IH-93-B.
intent_ranked_regression_discipline,Intent-Ranked Regression Discipline,People,PMO,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/INTENT_RANKED_REGRESSION_DISCIPLINE.md,md,people_compliance,,,,way_of_working,internal,2026-06-05,intent_ranked_regression.py,active,Value layer above the inter-wave regression; ICS = WSJF+FMEA fusion ranks surfaces by operator intent. I88 mint per D-IH-88-F. Process hol_peopl_dtp_intent_ranked_regression_001.
sop_people_intent_ranked_regression_001,SOP People Intent-Ranked Regression 001,People,PMO,docs/references/hlk/v3.0/Admin/O5-1/People/canonicals/SOP-PEOPLE_INTENT_RANKED_REGRESSION_001.md,sop,people_compliance,,,,way_of_working,internal,2026-06-05,intent_ranked_regression.py,active,AC-HUMAN + AC-AUTOMATION for INTENT_RANKED_REGRESSION_DISCIPLINE. Paired runbook scripts/intent_ranked_regression.py. D-IH-88-F.
pattern_intent_ranked_regression,Pattern Intent-Ranked Regression,People,PMO,docs/references/hlk/v3.0/Admin/O5-1/People/Compliance/canonicals/dimensions/PEOPLE_DESIGN_PATTERN_REGISTRY.csv,csv,people_compliance,,,,way_of_working,internal,2026-06-05,validate_design_pattern_registry.py,active,PEOPLE_DESIGN_PATTERN_REGISTRY row pattern_intent_ranked_regression (pattern_class intent_ranked_regression_cadence). FK to INTENT_RANKED_REGRESSION_DISCIPLINE.md. D-IH-88-F.
data_area_charter,Data Area Charter,Data,CDO,docs/references/hlk/v3.0/Admin/O5-1/Data/canonicals/DATA_AREA_CHARTER.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_area_completeness.py,active,I93 P1 first pattern_area_buildout worked example (D-IH-93-C). Seven-section charter; federated/mesh boundary.
dataops_discipline,DataOps Discipline,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATAOPS_DISCIPLINE.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,Re-homed from People/canonicals at I93 P1 (D-IH-93-C/H). Quality Fabric compose_DATAOPS specialty; paired SOP+runbook. Legacy alias one cycle at People/canonicals/DATAOPS_DISCIPLINE.md.
sop_tech_dataops_quality_001,SOP Tech DataOps Quality 001,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-TECH_DATAOPS_QUALITY_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,Paired SOP for DATAOPS_DISCIPLINE per akos-executable-process-catalog Rule 1. Re-homed from Tech/System Owner at I93 P1. process_list env_tech_dtp_dataops_quality_001.
sop_holistika_compliance_mirror_dml_001,SOP Holistika Compliance Mirror DML 001,Tech,System Owner,docs/references/hlk/v3.0/Admin/O5-1/Tech/System Owner/canonicals/SOP-HOLISTIKA_COMPLIANCE_MIRROR_DML_001.md,sop,tech_system_owner,,,,way_of_working,internal,2026-06-05,validate_hlk.py,active,Paired SOP for mirror DML apply plane per D-GTM-DB-6. process_list env_tech_dtp_compliance_mirror_dml_001. Repo guide docs/guides/holistika-mirror-dml-apply.md.
data_governance_policy,Data Governance Policy,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_GOVERNANCE_POLICY.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,I93 P2 federated DAMA governance function (D-IH-93-D). Decision-rights + computational enforcement.
data_contract_standard,Data Contract Standard,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_CONTRACT_STANDARD.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_data_contract_registry.py,active,I93 P2 ODCS v3.1-aligned contract vocabulary (D-IH-93-D). Warn-first; CSV registry on-ramp.
data_contract_registry,Data Contract Registry,Data,Data Steward,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/dimensions/DATA_CONTRACT_REGISTRY.csv,csv,data_governance,,,,way_of_working,internal,2026-06-04,validate_data_contract_registry.py,active,I93 P2 producer-consumer contract SSOT; 4 seed rows (3 DATA-FAM families). Mirror DDL forward-charter.
data_catalog_integration_posture,Data Catalog Integration Posture,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/DATA_CATALOG_INTEGRATION_POSTURE.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,I93 P2b repo-native vs OpenMetadata/Purview posture; Option A default pending operator ratify.
sop_data_contract_registry_maintenance_001,SOP Data Contract Registry Maintenance 001,Data,Data Governance Office,docs/references/hlk/v3.0/Admin/O5-1/Data/Governance/canonicals/SOP-DATA_CONTRACT_REGISTRY_MAINTENANCE_001.md,sop,data_governance,,,,way_of_working,internal,2026-06-04,validate_data_contract_registry.py,active,Paired SOP for contract registry per executable-process-catalog Rule 1. process_list hol_data_dtp_contract_registry_mtnce_001.
data_architecture,Holistika Data Architecture (Three-Tier),Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/DATA_ARCHITECTURE.md,md,data_governance,,,,way_of_working,internal,2026-06-04,validate_hlk.py,active,I93 P3 DAMA Ch.2 physical architecture — T1 git SSOT T2 Supabase T3 Neo4j; consumes I91 store inventory (D-IH-93-D).
hcam_doctrine,HCAM Doctrine,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/CANONICAL_ARTICULATION_MODEL.md,md,data_governance,,,,way_of_working,internal,2026-06-09,validate_canonical_articulation.py,active,I95 P1; T3 graph projection; no T2 mirror per D-IH-95-B (P95-GOV-2 index backfill).
entity_catalog,Entity Catalog,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/dimensions/ENTITY_CATALOG.csv,csv,data_governance,,,,fact,internal,2026-06-09,validate_canonical_articulation.py,active,~33 entity types; T1 git + T3 Neo4j; no T2 mirror per D-IH-95-B (P95-GOV-2).
canonical_relationship_registry,Canonical Relationship Registry,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/dimensions/CANONICAL_RELATIONSHIP_REGISTRY.csv,csv,data_governance,,,,fact,internal,2026-06-09,validate_canonical_articulation.py,active,ArchiMate verb closed set; graph projection per D-IH-95-B (P95-GOV-2).
supabase_module_registry,Supabase Module Registry,Data,Data Architect,docs/references/hlk/v3.0/Admin/O5-1/Data/Architecture/canonicals/dimensions/SUPABASE_MODULE_REGISTRY.csv,csv,data_governance,,,,fact,internal,2026-06-09,validate_supabase_module_registry.py,active,R2-03 EG governance; git-only per D-IH-95-G (P95-GOV-2).
