initiative_id,repo_slug,folder_path,title,status,cycle_id,owner_role,inception_date,last_review,closed_at,archived_at,superseded_by,continuous_rationale,cadence,gated_on,operator_action,inception_decision_id,closure_decision_id,manifests_processes,linked_topic_ids,program_anchors,notes,last_review_at,last_review_by,last_review_decision_id,methodology_version_at_review
INIT-OPENCLAW_AKOS-72,openclaw-akos,docs/wip/planning/72-marketing-area-governance-and-persona-registry-expansion/,Initiative 72 - Marketing Area Governance + Persona Registry + IntelligenceOps Register Expansion + RevOps Integration Spine + Process Catalog (Operations/RevOps area minted Round 7; process_list schema 7-col extension + multi-axis Marketing dimension ontology + Operations/RevOps area charter at P1 added Round 8),closed,,CMO,2026-05-13,2026-05-14,2026-05-14,,,Operator charter session at I71 P0 (or own kick-off chat) ratifying scope: persona registry expansion + IntelligenceOps register schema for competitor_intelligence_target rows + regulator/media/recruiter concrete-row activation triggers,,,P0 charter ratified 2026-05-14 per D-IH-72-A (Round 4-5-6-7-8 expanded); 4 super-strands; 34 D-IH-72 rows (Round 4 A-K + Round 5 L-Q + Round 6 R-W + Round 7 X-AD + Round 8 AE-AH Tier-1 closures); 10 OPS-72 rows (Round 8 mints OPS-72-10 P1 Operations/RevOps area charter); new Cursor rule; new Operations/RevOps area with 2 active roles (RevOps Manager + RevOps Analyst at P4) + 4 gated expansion roles + 2 forward-charted executive roles (CRO + COO); process_list.csv extended with 7 new columns at P4 (4 axis FKs + 3 rev value cells per D-IH-72-AF); P4 RevOps activation gated on I71 P5 Pack A4 ship,D-IH-70-AC,D-IH-72-CLOSURE,tbi_mkt_dtp_revops_template_promotion_001;tbi_ops_dtp_revops_qbr_001;tbi_ops_dtp_revops_engagement_scaffold_001;tbi_ops_dtp_revops_revenue_rollup_001;tbi_ops_dtp_revops_persona_audit_001;tbi_ops_dtp_revops_crm_sync_001;tbi_ops_dtp_revops_regulator_checkpoint_001;tbi_ops_dtp_revops_media_review_001,,,"P0 charter ratified 2026-05-14 via 34 D-IH-72 rows: D-IH-72-A charter + D-IH-72-B..K 10 Round-4 conundrum ratifications C-72-1..10 + Round 5 D-IH-72-L Strand D charter + D-IH-72-M..Q 5 Round-5 conundrum ratifications C-72-11..15 + Round 6 D-IH-72-R..W 6 audit-ratifications + Round 7 D-IH-72-X..AD 7 role-organization deepening ratifications + Round 8 D-IH-72-AE..AH 4 Tier-1 audit closures. 10 OPS-72 rows. Workspace cross-links (WORKSPACE_BLUEPRINT §16.3 + HLK_ERP_ARCHITECTURE §4 three new panel slots: op_revops_engagement_templates + op_intelligenceops_register + op_revops_engagement_revenue). New Cursor rule akos-executable-process-catalog.mdc codifying SOP+executable runbook pairing (with AIC-as-human-equivalent note) + adapter status metadata + cadence taxonomy + DAMA-DMBOK 2.0 alignment + 8 adapter registry classes. Inception decision D-IH-70-AC preserved (sibling activation, not supersession). Round 5 Strand D adds RevOps integration spine + curated process catalog + cross-area adapters per Routine.co RevOps Blueprint 2026 + Truto/Unified.to/Apideck Normalized Adapter Pattern + Alacritous Teachable Skill Registry + StitchOps 2026 Automation Playbook + Pertama Partners 151 AI Workflow Guides + DAMA-DMBOK 2.0. Round 6 audit closed P0-blocking inconsistencies (charter strand-count + ERP-slot-count + Cursor-plan-YAML-counts) and ratified 6 architectural/scope refinements inline. Round 7 role-organization deepening minted Operations/RevOps area + value-mapping core function + 3-function umbrella + RevOps sub-roles + CRO/COO forward-charter. Round 8 Tier-1 closures minted process_list 7-col extension at P4 + multi-axis Marketing ontology + Operations/RevOps area charter at P1 (OPS-72-10 NEW). Cross-references: D-IH-70-AC, D-IH-70-AD, GOI_POI_STANCE_DOCTRINE.md, WORKSPACE_BLUEPRINT_HOLISTIKA.md §16.3, HLK_ERP_ARCHITECTURE.md §4, .cursor/rules/akos-executable-process-catalog.mdc, I76 candidate (AIC forward-reference per D-IH-72-S), I73 candidate (recruiter onboarding cross-link per D-IH-72-K + W), I75 candidate (Research/Intelligence cross-coordination per D-IH-72-W).",2026-05-15,CMO,D-IH-72-AP,v3.0
INIT-OPENCLAW_AKOS-77,openclaw-akos,docs/wip/planning/77-impeccable-brand-bridge-refresh/,Initiative 77 - Impeccable Brand-Bridge Refresh + Drift Gate + Brand-Canon Collapse Remediation + Rendering-Governance Discovery,closed,,Brand & Narrative Manager,2026-05-14,2026-05-16,2026-05-16,,,,,I71 P1 Pack A1 ship lands BRAND_ENGLISH_PATTERNS.md + BRAND_LLM_TONE_TELLS.md canonicals which I77 P1 bridge refresh cross-references; P1 starts only after I71 P1 commits land on main,Approve P1 (Strand A bridge refresh) when I71 P1 lands; approve P2 (Strand B generator + drift gate); operator UAT at P3 (Strand C closing); P4 closure ratified via D-IH-77-CLOSURE-V2 (brand-canon-collapse remediation + visual UAT rendering + rendering-pipeline registry mint),D-IH-77-A,D-IH-77-CLOSURE-V2,,,,Bridge refresh + drift gate + brand-canon-collapse remediation + rendering-governance discovery. P3 shipped as PASS 2026-05-16; REOPENED same-day after operator caught brand-canon collapse (agent had hallucinated 'Holistica' as Spanish-locale brand form; brand is Holistika universally). P4 absorbed 3 sub-strands: 4.A wide-prose sweep (193 instances; T1-T10 minus T11); 4.B visual UAT render (scripts/render_impeccable_uat.py + brand-aligned HTML at docs/presentations/uat-impeccable-all-surfaces-2026-05-16/); 4.C orphan-rendering-pipeline governance (RENDERING_PIPELINE_REGISTRY.csv + Pydantic chassis + validator + SOP + runbook + 20 tests). CLOSED V2 2026-05-16 via D-IH-77-CLOSURE-V2. Per-phase decisions linked in DECISION_REGISTER: D-IH-77-A/B/C/D/E/F/G/H/I + D-IH-77-CLOSURE (superseded) + D-IH-77-CLOSURE-V2 (active closure). (D-IH-77-G scope expansion) covers 3 strands: 4.A total-prose Holística→Holistika sweep (193 instances across ~52 files; D-IH-77-H wide-prose tranche ratified); 4.B visual UAT rendering (D-IH-77-I render-discipline ratified); 4.C orphan rendering-process discovery + RENDERING_PIPELINE_REGISTRY canonical mint. Strand A = refresh PRODUCT.md + DESIGN.md + author missing BASELINE_REALITY.md (operator-flagged as missing 2026-05-14 turn; Impeccable v3.1 multi-audience nudge fires every session today). Strand B = generator script (scripts/generate_impeccable_bridges.py) + drift gate (scripts/validate_impeccable_bridge_drift.py) with akos/impeccable_bridge.py Pydantic chassis (mirrors I71 P1 akos/brand_voice_register.py precedent). Strand C = operator UAT via Cursor IDE Browser MCP. Sibling to I71 (Pack A1 chassis); origin at I29 P3 (PRODUCT.md + DESIGN.md bridges 2026-05-05); forward-charter target = I74 Brand Tooling Productization (@holistika/akos-brand library export when TRIGGER-2 fires).,2026-05-16,Brand & Narrative Manager,D-IH-77-G,v3.0
INIT-OPENCLAW_AKOS-73,openclaw-akos,docs/wip/planning/73-people-operations-and-learning-curriculum/,I73 — People Operations + Engagement Models + Methodology IP (mega-initiative),closed,,People Operations Manager,2026-05-15,2026-05-15,2026-05-15,,,,,charter_satisfies_gate MET at P1 commit (D-IH-73-B charter-satisfies-gate ratified at P0; P1 shipped the canonical-CSV gate per D-IH-73-C..N: ENGAGEMENT_MODEL_REGISTRY 7-class taxonomy mint + ENGAGEMENT_REGISTRY 17-col extension + 7 tbi_peopl_dtp_engagement_* process_list rows + Supabase mirror migration + ALTER TABLE migration); P6 MET 2026-05-15 (PEOPLE_COMPLIANCE_VS_ETHICS_BOUNDARY.md + hol_peopl_dtp_139/hol_peopl_dtp_286 owner fixes per C-73-5),,D-IH-73-A,D-IH-73-CLOSURE,tbi_peopl_dtp_engagement_model_registry_mtnce_001;tbi_peopl_dtp_engagement_model_classification_001;tbi_peopl_dtp_engagement_lifecycle_routing_001;tbi_peopl_dtp_outsourced_helper_soc_review_001;tbi_peopl_dtp_apprentice_curriculum_assignment_001;tbi_peopl_dtp_percentage_collaborator_payout_001;tbi_peopl_dtp_investor_advisor_round_review_001,,,"Mega-i73 absorbing 8 strands (A Learning charter + B Ethics+Learning + C Engagement-lifecycle SOPs + D Compliance/Ethics boundary + E ENGAGEMENT_MODEL_REGISTRY + F Historical case-law + G KB human-readability + H Methodology IP minting) across 11 phases (P0..P11) per operator brief 2026-05-15. Round-2 amendment to candidate scaffold (4 strands -> 8 strands; engagement-as-unit reframe). 7 charter-time decisions: D-IH-73-A (mega scope; operator_inline_explicit) + D-IH-73-B (charter-satisfies-gate; operator_inline_default_accepted_via_skip) + D-IH-73-C (sibling-dimension home at People Operations; operator_inline_explicit) + D-IH-73-D (7-class taxonomy hourly/milestone/percentage/apprentice/investor/outsourced/operator_self; operator_inline_explicit) + D-IH-73-E (outsourced separate engagement class with extra SOC; operator_inline_default_accepted_via_skip) + D-IH-73-F (Methodology IP brand-vs-name decision-deferred-with-criteria-matrix; operator_inline_default_accepted_via_skip) + D-IH-73-G (4 KB-readability personas mapped 1:1 to engagement classes; operator_inline_default_accepted_via_skip). P1 (2026-05-15) added 7 ratifications D-IH-73-H..N (per-class enum rows + ENGAGEMENT_REGISTRY 17-col extension). 10 OPS-73-* rows minted (one per strand + integration + UAT). 8 conundrums deferred to per-phase inline-ratify (C-73-1..C-73-8). PAUSE POINTS at P1 (canonical-CSV gate; CLEARED 2026-05-15), P6 (CLEARED 2026-05-15 — PEOPLE_COMPLIANCE_VS_ETHICS_BOUNDARY.md + hol_peopl_dtp_139/hol_peopl_dtp_286 owner fixes per C-73-5), P8 (brand-vs-name decision matrix). Authoritative plan: ~/.cursor/plans/i73-people-ops-engagement-models-methodology-ip-c9d4e7f3.plan.md. Workspace mirror at docs/wip/planning/73-people-operations-and-learning-curriculum/. INITIATIVE CLOSED P11 2026-05-15 (KB charter + methodology IP minting path + UAT/integration artefacts; OPS-73-1..OPS-73-10 closed); release-gate environmental FAIL tracked separately.",2026-05-15,People Operations Manager,D-IH-73-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-79,openclaw-akos,docs/wip/planning/79-people-manifesto-and-pattern-library/,I79 - Holistika People Manifesto + Knowledge Hygiene + Cross-area Design Patterns + AI Governance,closed,,People Operations Manager,2026-05-15,2026-05-15,2026-05-15,,,,,All gates cleared 2026-05-15 (P1 manifest publish + P3a Ethics anchor + P5 orphan housekeeping + P6 process_list canonical CSV gate + P7 UAT + integration verification); P8 closure record filed,,D-IH-79-A,D-IH-79-CLOSURE,tbi_peopl_dtp_agentic_ops_mtnce_001;tbi_peopl_dtp_agentic_ethics_boundaries_001;tbi_peopl_dtp_cross_area_breakthrough_001;env_tech_dtp_agentic_landscape_mtnce_001;env_tech_dtp_agentic_infra_ops_001,,,Mega-i79 follow-up to closed I73; absorbed 6 strands (A People Manifesto + B Pattern Library + C-People AI Doctrine + Ethics Anchor + C-TechLab Framework Landscape + D Cross-area Breakthrough Propagation + E Orphan Hygiene + F process_list 8th-col FK) across 10 phases (P0..P8 with P3a/P3b split). Charter-satisfies-gate active immediately per D-IH-79-A (inherits I73 D-IH-73-B precedent). 18 D-IH-79-* decisions ratified across 7 rounds: charter A-N (Round 1 + Round 3) + runtime O-R (Round 5 P5 housekeeping inline-ratify outcomes O P Q + Round 6 P6 origin-over-implementation framing R) + closure D-IH-79-CLOSURE (this commit). 10 OPS-79-* rows closed 2026-05-15. 8 conundrums (C-79-1..C-79-8) all closed (5 closed at P0 charter-time + 2 closed at P5 inline-ratify + 1 closed at P6 inline-ratify per round 6 free-text agent-default). Phase ship SHAs: P0 f88d600 + P1 c1c4ab6 + P2 b91ed97 + P3a 081614b + P3b b248057 + P4 79149f6 + P5 (4-cluster atomic) 55bfaed/c0c74d0/0501420/83ac4f1 + P6 (4-step atomic) 38256cb/68dcc3f/cb4d7cc/9de986a + P7 1117b99 + P8 closure (this commit). Authoritative plan: ~/.cursor/plans/i79_people_doctrine_4e309f45.plan.md. Workspace mirror at docs/wip/planning/79-people-manifesto-and-pattern-library/. Process-singularity FK adoption surface seeded: 24/1165 process_list.csv rows seeded (2.06%); 8 of 12 patterns carry at least one process. Anti-jargon drift gate operational (validate_design_pattern_registry.py --jargon-scan PASS at every commit since P2). Tech Lab landscape audit operational (tech_agentic_landscape_audit.py --skip-http PASS 8 of 8 framework rows). New always-applied Cursor rule .cursor/rules/akos-people-discipline-of-disciplines.mdc ratified at P0 per D-IH-79-H. INITIATIVE CLOSED P8 2026-05-15 per D-IH-79-CLOSURE.,2026-05-15,PMO,D-IH-79-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-80,openclaw-akos,docs/wip/planning/80-i79-lessons-learned/,I80 - I79 Lessons-Learned (SOP Body/Addendum Pattern + Stakeholder Lenses + Inline-Ratify Craft Skill),closed,,People Operations Manager,2026-05-16,2026-05-16,2026-05-16,,,,,,,D-IH-80-A,D-IH-80-CLOSURE,tbi_peopl_dtp_stakeholder_lenses_review_001,,,I79 lessons-learned follow-up; absorbs 3 tracks (1 Stakeholder lenses paired files + 2 SOP body/addendum pattern mint and retrofit pilot + 3 Inline-ratify craft skill) across 8 phases (P0-P7). Charter-satisfies-gate active immediately per D-IH-80-A (inherits I79 D-IH-79-A precedent which inherited I73 D-IH-73-B). 7 D-IH-80-* charter decisions ratified P0 (A mega-charter scope + B SOP body/addendum paired-file default for DAMA-readiness + C stakeholder lenses paired-files level-4-body level-5-addendum + D retrofit Option-B pilot at I80 with Option-C forward-charter to I81 + E inline-ratify craft skill home + F jargon-gate addendum.md glob exclusion + G pattern_class taxonomy extension documentation_layering as 11th class). Authoritative plan is master-roadmap.md (in-repo only; small enough to not need out-of-repo Cursor plan companion). DAMA-DMBOK 2.0 alignment thread runs through every architectural decision (paired-file default propagates Metadata Management + Reference & Master Data Management + Data Integration & Interoperability knowledge area maturity).,2026-05-16,People Operations Manager,D-IH-80-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-86,openclaw-akos,docs/wip/planning/86-initiative-cluster-execution-coordinator/,I86 - Initiative Cluster Execution Coordinator (Waves 1-5 burndown),active,,PMO,2026-05-16,2026-06-01,,,,Event-driven pulse when sibling INITIATIVE_REGISTRY rows change plus 14-day quiet-period floor if cluster silent per D-IH-86-B.,event_driven,,,D-IH-86-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-OPS-2026,Operational coordinator co-owned PMO plus System Owner per D-IH-86-A; coordinated siblings I81 I82 I84 I85 I87 plus active I78; I24 I56 I67 promoted active per D-IH-86-G (gated_* clearance). I74 I75 I83 promoted active Wave O per D-IH-86-CC; I76 active Wave A. Wave R+5 Research Radar mint via I75 (D-IH-86-FG). I90 I91 I92 routing cluster chartered 2026-06-01 (D-IH-90-A). Continuous/program_line methodology for intertwined initiatives — operator ratifies via D-IH-86-G follow-on AskQuestion batch. D-IH-86-D closure cross-check before each sibling closure ratifies; manifests_processes empty by design.,2026-06-01,PMO,D-IH-90-A,v3.1
INIT-OPENCLAW_AKOS-85,openclaw-akos,docs/wip/planning/85-audience-tag-canonicalization/,I85 - Audience-tag canonicalization (J-* codes from brand matrix prose to canonical CSV + frontmatter migration + drift gate),closed,,Brand & Narrative Manager,2026-05-16,2026-05-19,2026-05-19,,,,,,,D-IH-85-A,D-IH-85-CLOSURE,tbi_mkt_prc_audience_tag_governance_001,,PRJ-HOL-MKT-2026;PRJ-HOL-PGF-2026,I85 four-phase execution P0-P4 closed Wave C 2026-05-19 (Bundle D push) per D-IH-85-CLOSURE. P0 charter (bde7060) + 5 P0 decisions D-IH-85-A..E with agent_inline_default ratification. P1 mint (7d47199): AUDIENCE_REGISTRY.csv 8 seed rows + akos/hlk_audience_csv.py Pydantic + scripts/validate_audience_registry.py + 15 tests + CANONICAL_REGISTRY 2 rows + SOP-AUDIENCE_TAG_GOVERNANCE_001 review. P2 sweep (20ed543 + e1960cf): scripts/validate_audience_tags.py drift gate + 10 tests + release-gate INFO + 11 surfaces tagged Q1+Q2 Wave2 ratify. P3 (950b1e3): BBR matrix sect 4.6 multi-audience recipe + BASELINE_REALITY.md J-OP frontmatter. P4 SOP active promotion + process_list row tbi_mkt_prc_audience_tag_governance_001 (e1960cf). UAT report uat-i85-closure-2026-05-19.md verdict PASS (8/8 closure criteria); 5 of 5 R-IH-85-* MITIGATED or NOT-TRIGGERED. C1.1/2/3 closure ratify defaults via Time-box recovery. Wired to I81 P1 via forward-link audience_tags_coverage column. Mirrors I77 P4.C RENDERING_PIPELINE_REGISTRY wiring pattern.,2026-05-19,Brand & Narrative Manager,D-IH-85-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-87,openclaw-akos,docs/wip/planning/87-openclaw-operator-runtime-hardening/,I87 - OpenClaw operator-runtime hardening (health-monitor escalation + plugin pinning + modelsConfig hygiene + gateway-token UX + SOP+runbook pairing),closed,,System Owner,2026-05-16,2026-05-19,2026-05-19,,,,,,,D-IH-87-A,D-IH-87-CLOSURE,env_tech_dtp_openclaw_runtime_health_triage_001,,PRJ-HOL-INF-2026;PRJ-HOL-MAD-2026,I87 P0 charter promoted under I86 Wave 1 batch ratify (2026-05-16); 3 P0 decisions D-IH-87-A/B/C + Wave2-pairing decision D-IH-87-WAVE2-PAIRING ratified. Six-phase execution P0-P6 closed Wave B 2026-05-19 (Bundle D push) per D-IH-87-CLOSURE. P0 charter (bde7060) + P1 escalation patch scripts/openclaw_health_escalate.py + P2 plugin pinning validator + tests + P3 modelsConfig hygiene qwen3:8b removal + P4 gateway-token RCA path-(a) upstream-bug-presumed + P5 paired SOP+runbook (SOP-OPENCLAW_RUNTIME_HEALTH_TRIAGE_001 promoted review->active at closure; process_list row env_tech_dtp_openclaw_runtime_health_triage_001) + P6 closure UAT (synthetic 3-class dry-run drill ws-token-expiration + docker-sandbox-churn + low-context-warning all PASS; uat-i87-closure-2026-05-19.md). 4 R-IH-87-* risks all MITIGATED or NOT-TRIGGERED. B1.1/2/3 closure ratify defaults applied via Time-box recovery (operator skipped; reversible per akos-inline-ratification.mdc).,2026-05-19,System Owner,D-IH-87-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-81,openclaw-akos,docs/wip/planning/81-vault-integrity-layout-milestones-retrofit/,I81 - Vault integrity sweep + Compliance layout reorganisation + named-milestone schema + full-vault SOP body/addendum retrofit,active,,PMO,2026-05-16,2026-05-16,,,,,,,,D-IH-81-A,,,,PRJ-HOL-PGF-2026;PRJ-HOL-PEO-2026,I81 P0 charter promoted under I86 Wave 1 batch ratify (2026-05-16); 5 P0 decisions D-IH-81-A through E plus D-IH-81-H ratified with decision_source agent_inline_default after operator skip on inline-ratify AskQuestion. Ten-phase shape ~10-25d total (absorbed mode per D-IH-81-A). Wired to I82 P2 via forward-link kb-integrity-matrix and to I85 P1 via reverse-link audience_tags_coverage column. Heavy canonical-CSV touch at P2 layout migration (operator gates per tranche).,2026-05-17,PMO,D-IH-86-H,v3.1
INIT-OPENCLAW_AKOS-82,openclaw-akos,docs/wip/planning/82-holistika-capability-doctrine/,I82 - Holistika Capability Doctrine and Commercial Readiness (audience-aware capability surfacing),active,,PMO,2026-05-16,2026-05-16,,,,,,,,D-IH-82-A,,,,PRJ-HOL-PEO-2026;PRJ-HOL-RES-2026,I82 P0 charter promoted under I86 Wave 1 batch ratify (2026-05-16); 5 P0 decisions D-IH-82-A/B/NAME/ARCHIVIST/SEQUENCE ratified with decision_source agent_inline_default after operator skip. Seven-phase shape ~7-10d total. Third foundational doctrine sibling to ORGANISING + AGENTIC. Wired to I81 P1 via kb-integrity-matrix consumption (D-IH-82-SEQUENCE; D-IH-82-PREREQ waiver at P2). AI Archivist + KiRBe ingestor forward-chartered to I83.,2026-05-17,PMO,D-IH-86-H,v3.1
INIT-OPENCLAW_AKOS-84,openclaw-akos,docs/wip/planning/84-substrate-doctrine-and-commercial-readiness/,I84 - Substrate Doctrine and Commercial Readiness,closed,,Holistik Researcher,2026-05-16,2026-05-17,2026-05-17,,,,,,,D-IH-84-A,D-IH-84-CLOSURE,,,,I84 effective closure landed in this chat per docs/wip/planning/84-substrate-doctrine-and-commercial-readiness/reports/checkpoints/sc-i84-final-effective-closure-2026-05-17.md. Canonical-CSV closure batch operator-approved at regression-sweep closeout 2026-05-17 (Q2=approve-full-closure-batch). 9 substantive D-IH-84-A through D-IH-84-I decisions ratified; D-IH-84-B/C/D/E/CLOSURE rows minted in this batch. SUBSTRATE_REGISTRY 18 rows live + Supabase mirror harmonized. Founding-cycle 2026-Q2 quarterly substrate-audit report shipped per SOP-RESEARCH_SUBSTRATE_AUDIT_CADENCE_001.md cadence at status:review (promotes to status:active after process_list row env_tech_dtp_substrate_landscape_mtnce_001 mints per SOP-META ordering - separate operator-pending tranche). Supersedes I12+I13 vendor-handoff lineage. Unlocks I76/I74/I83/I82 via P5 cross-area cascade.,2026-05-17,Founder,D-IH-84-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-78,openclaw-akos,docs/wip/planning/78-brand-voice-llm-as-judge/,I78 - Brand-voice LLM-as-judge advisory layer (Tier 2 evolution from I71 P1 review),closed,,Brand & Narrative Manager,2026-05-14,2026-05-19,2026-05-19,,,,,,,D-IH-78-A,D-IH-78-CLOSURE,,,PRJ-HOL-MKT-2026;PRJ-HOL-DAT-2026,Closed at I86 Wave H lane-1 (D-IH-78-CLOSURE 2026-05-19) per I86 cluster burndown plan axis-2 pragmatic-closure executive call. P1 chassis (akos/brand_voice_judge.py 7 Pydantic models + 7 type aliases) + P2 release-gate INFO advisory (scripts/judge_brand_voice.py --self-test) shipped; mock provider deterministic round-trip GREEN. P3 (Strand C 30-day bias audit) + P4 (Strand D D-IH-78-PROMOTE promotion-to-strict ratify) + P5 (closure UAT) forward-chartered to a successor strict-mode-promotion follow-up that activates when (a) live LLM provider configured under config/openclaw.json + (b) Strand C quantitative thresholds met per C-78-4. Reversibility = single-diff (flip status + mint D-IH-78-REOPEN). Full closure trace in reports/2026-05-19-closure.md.,2026-05-19,Brand & Narrative Manager,D-IH-78-CLOSURE,v3.1
INIT-OPENCLAW_AKOS-89,openclaw-akos,docs/wip/planning/89-hlk-erp-program-rollup-implementation/,I89 - HLK-ERP persona-rollup panel implementation (six routes incl Adviser-external REDACTED),active,,PMO,2026-05-17,2026-05-17,,,,,,,,D-IH-89-A,,,,PRJ-HOL-INF-2026;PRJ-HOL-PGF-2026;PRJ-HOL-MKT-2026,"Forward-chartered from I86 P3 (D-IH-86-K + D-IH-86-N); promoted candidate -> active 2026-05-17 per operator inline-ratify batch (D-IH-89-A..E). Tri-co-owned per D-IH-89-D: System Owner (TSX + RLS + browser smoke), PMO (cross-area persona contract coherence), Brand & Narrative Manager (BBR doctrine + redaction matrix). Cross-cutting phase shape per D-IH-89-C: P0 charter + P1 RLS+auth for all 6 routes + P2 TSX scaffolds for all 6 + P3 redaction matrix enforcement + P4 Adviser-external PDF export + P5 closure. Scope = all 6 routes including Adviser-external REDACTED per D-IH-89-B (MANDATORY public-prose pause-point at P3 lands per akos-agent-checkpoint-discipline.mdc). BBR drift-gate flipped from INFO -> FAIL same commit per D-IH-89-E (gate trips immediately on 7 pre-existing PRJ-HOL-FOUNDING-2026 leaks tracked by OPS-86-5; closes OPS-86-5 indirectly when leaks translate). TSX implementation lives in sibling repo hlk-erp per REPOSITORY_REGISTRY.csv + cross-repo bless pattern per SOP-EXTERNAL_REPO_BLESSING_001.md + SOP-CROSS_REPO_SCHEMA_PROPAGATION_001.md.",2026-05-17,PMO,D-IH-89-A,v3.1
INIT-OPENCLAW_AKOS-76,openclaw-akos,docs/wip/planning/76-madeira-elevation/,I76 - MADEIRA elevation (operator-interaction quality at Cursor-grade),active,,System Owner,2026-05-18,2026-05-18,,,,,,,,D-IH-76-A,,,,PRJ-HOL-INF-2026;PRJ-HOL-MAD-2026,I76 P0 charter promoted active 2026-05-18 under Wave A of Bundle D push (I86 cluster orchestration). Charter ratified via inline-ratify gate A1 (3-axis: scope/architecture + People+Tech-Lab area-discipline + Madeira role-class persona) Option D novel framing - full P0..P6 charter + scope-overlap-tracker for I11/I13/I17 active stack at docs/wip/planning/_trackers/i11-i13-i17-scope-overlap-tracker.md. Co-owned PMO (cross-area coordination + scope-overlap gates at P1/P3/P4 entries). Scope: 7-phase MADEIRA-as-method-shaping-runtime elevation - rules + hooks + skills + MCPs + 5-mode parity (Ask/Plan/Agent/Debug/Methodology) + tool catalog + AICs F5 dispatcher + persistence + personality. Inherits AICs F5 framing pre-ratification from D-IH-84-C. Not promoted: I74 + I75 + I83 (activation gates not met; blocker-trackers minted at docs/wip/planning/_blockers/) per Option 5 default posture (D-IH-86-O).,2026-05-18,System Owner,D-IH-76-A,v3.1
INIT-OPENCLAW_AKOS-83,openclaw-akos,docs/wip/planning/83-ai-archivist-and-kirbe-ingestor/,I83 - AI Archivist and KiRBe ingestor (knowledge-base surfacing system),active,,CTO,2026-05-21,2026-05-21,,,,,,,,D-IH-83-A,,,,PRJ-HOL-INF-2026,I83 promoted active 2026-05-21 under I86 Wave O via OVERRIDE D-IH-86-CC; speculative-promotion debt explicitly accepted. Cleanest substrate ready via I84 P4 D-IH-84-E E1 ratification (LlamaIndex-continue + LangGraph-workflow narrowing for KiRBe ingestor framework). 6-phase scaffold (P0 charter + P1 registry-spec + P2 ingestor MVP + P3 audience translation + P4 hlk-erp Knowledge panel + P5 closure). Co-owned System Owner (Supabase schema + RLS per akos-holistika-operations.mdc two-plane model; canonical-CSV gate at P2 DDL apply). Hard prerequisite I82 P4 (use case archive minted) carries forward unblocked.,2026-05-21,CTO,D-IH-83-A,v3.1
INIT-OPENCLAW_AKOS-74,openclaw-akos,docs/wip/planning/74-brand-tooling-productization/,I74 - Brand-tooling productization (TRIGGER-2 OS-library fork preparation),active,,Brand & Narrative Manager,2026-05-21,2026-05-21,,,,,,,,D-IH-74-A,,,,PRJ-HOL-MAD-2026;PRJ-HOL-INF-2026,I74 promoted active 2026-05-21 under I86 Wave O via OVERRIDE D-IH-86-CC; speculative-promotion debt explicitly accepted (TRIGGER-2 zero-count overridden so library + hosted-agent architecture stages in advance of first external request). D-IH-74-D pre-ratified at I84 P4 via D-IH-84-D (D3 hybrid library + agent platform). 6-phase scaffold (P0 charter + P1 @holistika/akos-brand MVP + P2 @holistika/madeira-agent MVP + P3 license-enforceability ADVOPS + P4 external pilot + P5 closure). Co-owned CTO (library API surface + hosted-agent runtime). Mandatory ADVOPS legal-template handoff at P3 per akos-agent-checkpoint-discipline.mdc.,2026-05-21,Brand & Narrative Manager,D-IH-74-A,v3.1
INIT-OPENCLAW_AKOS-75,openclaw-akos,docs/wip/planning/75-research-area-governance/,I75 - Research area governance (full operationalization beyond P4.7 charter),active,,Lead Researcher,2026-05-21,2026-05-21,,,,,,,,D-IH-75-A,,,,PRJ-HOL-INF-2026,I75 promoted active 2026-05-21 under I86 Wave O via OVERRIDE D-IH-86-CC; speculative-promotion debt explicitly accepted (Research Director hire OR founder-takes-role activation gate overridden so SOP buildout proceeds in parallel). D-IH-84-G + D-IH-84-H ratify Research-area DoD posture + Lead Researcher role-class with KM Officer + Founder interim. 7-phase scaffold (P0 charter + P1 Methodology SOPs + P2 Intelligence SOPs + P3 Diagnosis SOPs + P4 Validation SOPs + P5 KM Officer curriculum + P6 closure). Multiple canonical-CSV gates at P1-P4 (process_list tranches). Co-owned PMO (cross-area coordination).,2026-05-21,Lead Researcher,D-IH-75-A,v3.1
