type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,description,instructions,addundum_extras,confidence,count_name,frequency,quality
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Post Processors And Parsers,gtm_cl_4b160680e2afaf,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - KirBe Components / Post Processors and Parsers'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Repartición social y Contratos,gtm_cl_553039c22e9a68,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Establecer sociedad / Repartición social y Contratos'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,"Brand presence and messaging — Web and LinkedIn channels: Cuenta con mail empresa en todos los canales (IG, Facebook, L…",gtm_cl_585c46c9150e93,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,"Original Trello item_parent_1 path: 'Canales como web y linkedin / Cuenta con mail empresa en todos los canales (IG, Facebook, Linkedin, Fiver etc)'.",2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Service process documentation: Priorizar proceso por cada producto,gtm_cl_5fb394c413062c,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Definir y documentar procesos de servicio / Priorizar proceso por cada producto'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Speech-to-text,gtm_cl_68f2ea7ca41cdd,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - Capabilities & Persona / Speech-To-Text'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA research radar topics,gtm_ws_madeira_radar,MADEIRA research radar — Technology themes,gtm_cl_699cc4cd6e207d,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,,Original Trello item_parent_1 path: 'Research - Topics on Radar / Technology'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,MADEIRA product delivery — Planning Phase,gtm_cl_6f205adfbb6119,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA product planning and PO timeline.,,Original Trello item_parent_1 path: 'PMO - Product Owner - Product Timeline / Planning Phase'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Conocer el end to end del funcionamiento / Checklist'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Self,gtm_cl_71a6fb2dbce712,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - MADEIRA Components / Self'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Brand messaging: Mensaje de valor por cada stream basado en deseos de mercado y oferta d…,gtm_cl_735c01230d82a4,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Marca y mensajes / Mensaje de valor por cada stream basado en deseos de mercado y oferta de cada marca'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Service process documentation: Definir proyectos internos incrementales com…,gtm_cl_7506f05fe1f005,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Definir y documentar procesos de servicio / Definir proyectos internos incrementales como venta a futuro y desarrollo interno'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Brand messaging: Definir colores corporativos por cada stream,gtm_cl_776150a9cd31ed,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Marca y mensajes / Definir colores corporativos por cada stream'.,2,1,high,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Holistika Research and Methodology,hol_resea_prj_1,Research material and learning pipelines,gtm_ws_research_material,Research material — curated learning playlists,gtm_cl_7981fe46f14496,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Research material and learning pipelines.,,Original Trello item_parent_1 path: 'Research Material'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Integrar la estrategia en el forecast,gtm_cl_7a454ec5fb7e4e,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Control financiero / Integrar la estrategia en el forecast'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Cuenta bancaria,gtm_cl_7a8ab255ca7c48,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Establecer sociedad / Cuenta bancaria'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Service process documentation: Definir Funnel de servicio y las fases de cu…,gtm_cl_7c2f86a8c5a925,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Definir y documentar procesos de servicio / Definir Funnel de servicio y las fases de cuarta y tercera pared del servicio'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA research radar topics,gtm_ws_madeira_radar,MADEIRA research radar — Political themes,gtm_cl_814367ea727b74,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,,Original Trello item_parent_1 path: 'Research - Topics on Radar / Political'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Text-to-speech,gtm_cl_8835a727fafc8c,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - Capabilities & Persona / Text-to-Speech'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA DevOps and CI/CD delivery,gtm_ws_madeira_devops,MADEIRA delivery — Llamaindex Queryengine,gtm_cl_89f1c8c3b32bba,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,,Original Trello item_parent_1 path: 'DevOps - CICD - LlamaIndex Modules / LlamaIndex QueryEngine'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Go-to-market readiness,gtm_cl_8d605e43ef1def,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Salir a mercado'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Service definition,gtm_cl_903c27de18165e,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Definir servicios'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Market demand: Conocer la percepción y demanda de PM,gtm_cl_90684555501bb8,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Conocer demanda de mercado / Conocer la percepción y demanda de PM'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — End-to-end operating model: Tras documentar procesos, crear sus relaciones en c…",gtm_cl_954e95b2e53b97,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,"Original Trello item_parent_1 path: 'Conocer el end to end del funcionamiento / Tras documentar procesos, crear sus relaciones en casos de uso existentes y posibles'.",2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Knowledge Management,gtm_cl_95ccfca55c3ef6,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - KirBe Components / Knowledge Management'.,2,1,high,3
Internal,Employee,Holistika,People,People,CPO,Holistika People and Organisational Development,hol_peopl_prj_1,Team growth and talent pathways,gtm_ws_team_growth,Team growth and talent pathways — Role fit and capability gaps: Proceso de hijack al trabajar con procesos externos,gtm_cl_98d7a76562651a,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Team growth and talent pathways.,,Original Trello item_parent_1 path: 'Definición de huecos donde caben sus capacidades / Proceso de hijack al trabajar con procesos externos'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA research radar topics,gtm_ws_madeira_radar,MADEIRA research radar — Social themes,gtm_cl_9d17a1ce9894c5,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,,Original Trello item_parent_1 path: 'Research - Topics on Radar / Social'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA research radar topics,gtm_ws_madeira_radar,MADEIRA research radar — Legal themes,gtm_cl_9eb55dbcbe2b59,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,,Original Trello item_parent_1 path: 'Research - Topics on Radar / Legal'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Is Accessible?,gtm_cl_a2f9b65f49a925,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - Capabilities & Persona / Is Accessible?'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Web and LinkedIn channels: Codebase de web (separado de ERP) con componentes optimizados…,gtm_cl_a427f4b0dd3c83,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,"Original Trello item_parent_1 path: 'Canales como web y linkedin / Codebase de web (separado de ERP) con componentes optimizados, cargas repartidas y copies'.",2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Colleagues,gtm_cl_a43b42abaf8e3c,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - MADEIRA Components / Colleagues'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Service process documentation: Hacer ranking de procesos por categoría en c…,gtm_cl_a57ff65e6109ec,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,"Original Trello item_parent_1 path: 'Definir y documentar procesos de servicio / Hacer ranking de procesos por categoría en cuanto a su calidad y demanda, y la facilidad de obtenerlos de body shopping o clientes'.",2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,"Go-to-market and entity readiness — FTE optimization: Tener bien definido el plan vertical (estrategia, táctica y opera…",gtm_cl_a5825f358b0d65,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,"Original Trello item_parent_1 path: 'Optimizar FTEs / Tener bien definido el plan vertical (estrategia, táctica y operativa) para optimizar el tiempo de trabajo'.",2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Establecer estándares,gtm_cl_a5b7d822950329,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Conocer el end to end del funcionamiento / Establecer estándares'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Tabla de componentes,gtm_cl_a813182e3a5c08,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Documentar infraestructura / Tabla de componentes'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,MADEIRA product delivery — Proof-of-concept,gtm_cl_aa7b490c0fca48,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA product planning and PO timeline.,,Original Trello item_parent_1 path: 'PMO - Product Owner - Product Timeline / Proof-Of-Concept'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Intelligence absorption and placement: Definir y documentar la metodología de t…,gtm_cl_ac5a89216d4ce8,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Capacidad de absorber y colocar intel / Definir y documentar la metodología de trabajo y servicio'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA DevOps and CI/CD delivery,gtm_ws_madeira_devops,MADEIRA delivery — Other Llamaindex Components,gtm_cl_aeb937a98e9d97,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,,Original Trello item_parent_1 path: 'DevOps - CICD - LlamaIndex Modules / Other LlamaIndex Components'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Documentar y categorizar costes y revenue,gtm_cl_afb64082295a96,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Control financiero / Documentar y categorizar costes y revenue'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Intelligence absorption and placement: Procesos y frameworks de research,gtm_cl_b0db4bd3e78efd,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Capacidad de absorber y colocar intel / Procesos y frameworks de research'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA product planning and PO timeline,gtm_ws_madeira_planning,MADEIRA product planning — project-level backlog,gtm_cl_b35cb2c55bea2f,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA product planning and PO timeline.,,Original Trello item_parent_1 path: 'MADEIRA Project'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Documentar incrementales y estrategia de aumento de…,gtm_cl_b65f69db8a3ed0,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Conocer el end to end del funcionamiento / Documentar incrementales y estrategia de aumento de componentes'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA DevOps and CI/CD delivery,gtm_ws_madeira_devops,MADEIRA delivery — Pms,gtm_cl_b8104f5193dcac,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA DevOps and CI/CD delivery.,,Original Trello item_parent_1 path: 'DevOps - CICD - Pipeline / PMS'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,"Original Trello item_parent_1 path: 'Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA UX capability definitions,gtm_ws_madeira_ux,MADEIRA UX — Readers (converts Data To Python Object W Json Schema),gtm_cl_bd109f630f4e77,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA UX capability definitions.,,Original Trello item_parent_1 path: 'Product Owner - UX - KirBe Components / Readers (Converts data to python object w/ json schema)'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Paid media and positioning: Flujo de contenido orgánico entre canales (reducciones y/o t…,gtm_cl_bd461617be6692,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Paid media y posicionamiento / Flujo de contenido orgánico entre canales (reducciones y/o transformaciones de blogs por cada canal de empresa y los personales)'.,2,1,high,3
Internal,Employee,Holistika,Research,Holistik Researcher,Holistik Researcher,Think Big Operational Excellence,thi_opera_prj_1,Research material pipeline execution,gtm_proc_research_pipeline,Research material pipeline execution — Research material sources: Pipeline,gtm_cl_c1dadaf241d4c5,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Research material pipeline execution.,,Original Trello item_parent_1 path: 'Research Material / Pipeline'.,2,1,medium,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA sales tools and collateral,gtm_ws_madeira_sales,MADEIRA product delivery — Sales Tools (for All Orientations),gtm_cl_c4268c352c26e7,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA sales tools and collateral.,,Original Trello item_parent_1 path: 'PMO - Product Owner - Product Timeline / Sales Tools (For all orientations)'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Workflow de componentes,gtm_cl_c54318a2387815,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Documentar infraestructura / Workflow de componentes'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Casos de uso IA,gtm_cl_cd667d728c75e0,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Documentar infraestructura / Casos de uso IA'.,2,1,high,3
Internal,Employee,HLK Tech Lab,Tech,CTO,AI Engineer,MADEIRA Platform,env_tech_prj_3,MADEIRA research radar topics,gtm_ws_madeira_radar,MADEIRA research radar — Economics themes,gtm_cl_cf58a1460f29ea,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under MADEIRA research radar topics.,,Original Trello item_parent_1 path: 'Research - Topics on Radar / Economics'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Service catalog and capability definition,gtm_ws_service_catalog,Service catalog and capability definition — Capability and resource inventory: Combinaciones de procesos para x product…,gtm_cl_d0783fd7db9d8b,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Service catalog and capability definition.,,Original Trello item_parent_1 path: 'Categorizar inventario de capacidades y recursos / Combinaciones de procesos para x productos/casos que sirvan de flagships'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Paid media and positioning: Buyer personas definidos,gtm_cl_d277fd4bde7e85,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Paid media y posicionamiento / Buyer personas definidos'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Financial control: Portal de pagos,gtm_cl_d40d6f2d47d60b,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Control financiero / Portal de pagos'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Valorar dispositivos como capital social inicial,gtm_cl_d549cdb10a2410,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Establecer sociedad / Valorar dispositivos como capital social inicial'.,2,1,high,3
Internal,Employee,Think Big,MKT,CMO,CMO,Think Big Channel and Marketing Operations,thi_mkt_prj_1,Brand presence and messaging,gtm_ws_brand_presence,Brand presence and messaging — Brand discovery and channels,gtm_cl_d6af33605daf86,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Brand presence and messaging.,,Original Trello item_parent_1 path: 'Darnos a conocer'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Go-to-market and entity readiness,gtm_ws_gtm_entity,Go-to-market and entity readiness — Entity formation: Gestoría y notaría,gtm_cl_da182afd130aeb,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Go-to-market and entity readiness.,,Original Trello item_parent_1 path: 'Establecer sociedad / Gestoría y notaría'.,2,1,high,3
Internal,Employee,Think Big,Operations,COO,PMO,Think Big Operational Excellence,thi_opera_prj_1,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Dividir bien los proyectos internos y externos,gtm_cl_dd6aa7ee8e3070,process,,Cluster scope for Holistika GTM items sourced from Trello path prefixes. Outcome-focused grouping under Operating model and internal controls.,,Original Trello item_parent_1 path: 'Conocer el end to end del funcionamiento / Dividir bien los proyectos internos y externos'.,2,1,high,3
